Protein ID,H53_EL_RM_vs_H53_LL_RM,H53_EL_RM_vs_H53_LL_RM_PEP,2174_EL_RM_vs_2174_LL_RM,2174_EL_RM_vs_2174_LL_RM_PEP,2176_EL_RM_vs_2176_LL_RM,2176_EL_RM_vs_2176_LL_RM_PEP,H53_EL_RM_vs_2174_EL_RM,H53_EL_RM_vs_2174_EL_RM_PEP,2176_LL_RM_vs_H53_LL_RM,2176_LL_RM_vs_H53_LL_RM_PEP,H53_EL_RM_vs_H53_EL_CM,H53_EL_RM_vs_H53_EL_CM_PEP,2176_EL_RM_vs_2176_EL_CM,2176_EL_RM_vs_2176_EL_CM_PEP,H53_EL_RM_vs_2176_EL_RM,H53_EL_RM_vs_2176_EL_RM_PEP,H53_EL_CM_vs_2176_EL_CM,H53_EL_CM_vs_2176_EL_CM_PEP,H53_LL_RM_vs_H53_EL_CM,H53_LL_RM_vs_H53_EL_CM_PEP
HVO_1857 [D4GSW0] PDCD5 family DNA-binding protein,-0.329569654,0.318492847,-0.741759379,0.000270117,-0.612556977,0.059364798,0.207030194,0.873618402,0.00610669,0.972097402,0.109102432,0.889477171,0.020619004,0.956034824,0.175553276,0.949768567,-0.014330766,0.988791152,0.561167919,0.044862851
HVO_1856 [D4GSV9] conserved hypothetical protein,0.811231908,0.366601275,0,1,3.041634319,1,4.591312681,1,0.610000276,0.910596529,-0.047021624,0.766444446,7.870126662,1,4.228804434,1,4.311525815,1,-0.928099347,0.392522633
HVO_1854 [D4GSV7] (hisS) histidine--tRNA ligase,-0.321003234,0.008449525,-0.372886256,0.000270027,-0.4821879,0.000314563,0.105781697,0.922443426,0.046610672,0.988410533,-0.00273126,0.977633918,-0.098682469,0.963823559,0.139306714,0.923203645,0.027400185,0.993716652,0.295010601,0.017664649
HVO_1853 [D4GSV6] UspA domain protein,1.518265068,0.30513682,1.105791495,0.373937934,1.242791843,0.418905934,-0.458575686,0.812813234,0.223576505,0.928892776,1.588355035,0.745512149,3.618341887,0.861835572,0.019325516,0.928781599,2.181593756,0.934120248,-0.389489039,0.439115818
HVO_1851 [D4GSV4] HAD superfamily hydrolase,-0.797644153,0.407185931,-0.266660591,0.438392675,-1.065083455,0.39481313,-0.933063507,0.762814554,0.679228964,0.89672675,-0.48083755,0.790196063,-0.096559819,0.888776119,-0.401705814,0.921187512,0.011921225,0.958428268,0.361004357,0.448397586
HVO_1849 [D4GSV2] (ywaD2) probable M28 family peptidase (homolog to aminopeptidase YwaD),0.277625669,0.319130088,0.671242496,0.000270117,0.396446573,0.129048018,-0.243593922,0.82811845,0.067955095,0.968026677,-0.113794848,0.902922804,-0.250921975,0.876628484,0.089329607,0.974024377,-0.202412417,0.961259396,-0.405149196,0.067699228
HVO_1848A [D4GSV1] small CPxCG-related zinc finger protein,1.519374218,0.24814161,0,1,0,1,4.877039128,1,-0.009393536,0.917355223,0.396109254,0.783482086,0,1,4.409842725,1,-0.074957132,0.959584852,-1.017687472,0.373427614
HVO_1847 [D4GSV0] (pepF) oligoendopeptidase PepF,0.132651674,0.647317293,0.263935464,0.069446339,0.181177123,0.392506392,0.030910388,0.968178531,-0.089821467,0.959401285,-0.075603584,0.941466093,-0.037147748,0.977289976,0.117940652,0.955534074,0.132864185,0.979584459,-0.188499645,0.459017221
HVO_1841A [L9VDP5] death-on-curing family protein,-0.679337801,0.419941612,-0.030505666,0.420726284,-0.325849941,0.469953281,-0.046774918,0.843707377,-0.455585654,0.912873269,0.084181398,0.778914975,0.163108615,0.884487721,0.152542307,0.935202463,0.235142207,0.864191542,0.735144339,0.345517882
HVO_1841 [D4GSU5] homolog to HGPV1-ORF14,-0.509637547,0.38699924,-2.221655343,0.309669564,-0.722387489,0.297806727,0.074502401,0.831716379,0.734743737,0.914358486,0.069529556,0.719652386,-0.131688717,0.873853487,-0.61571259,0.909612465,-0.672092781,0.941092347,0.45366706,0.434809725
HVO_1831 [D4GST9] (ferA4) ferredoxin (2Fe-2S),0.760801297,0.000290921,0.248384836,0.245040361,0.493650657,0.005980695,0.455394956,0.033314276,0.202322317,0.900611211,0.485286853,0.021766849,0.453927125,0.182648771,0.048252913,0.974759564,-0.027890481,0.987457199,-0.255402367,0.28605366
"HVO_1830 [D4GST8] (gndA) 6-phosphogluconate dehydrogenase (NAD-dependent, decarboxylating)",-0.922481805,0.023066551,-0.885254785,0.000270027,-1.022994388,0.000314563,-0.232453957,0.806301518,0.02175678,0.965905629,-0.381244099,0.546707309,-0.510885914,0.839258709,-0.057859237,0.965413578,-0.206953618,0.97686725,0.759475187,0.070240316
HVO_1829 [D4GST7] (pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),0.075667532,0.736860296,0.049020798,0.81617736,-0.047962402,0.831753412,-0.108320961,0.939640861,0.219974001,0.874890904,-0.045889801,0.964183394,-0.173525471,0.9064525,-0.020273561,0.990522005,-0.171126062,0.964726365,-0.13208245,0.567933402
HVO_1828 [D4GST6] small CPxCG-related zinc finger protein,0,1,0,1,1.922032885,0.28705939,0,1,0.130182853,0.955270232,0,1,34.81250807,1,0,1,0,1,-2.699936699,0.458685165
HVO_1827 [D4GST5] (rps6e) 30S ribosomal protein S6e,-1.43324164,0.000290921,-0.682320919,0.000270027,-0.515856998,0.007555268,-0.560441001,0.308040303,0.082593291,0.96564802,-0.960112321,0.002597922,-0.022379187,0.955458076,-1.008692275,0.004432964,-0.082786155,0.984122594,0.44961603,0.023350235
HVO_1826 [D4GST4] conserved hypothetical protein,-1.247931093,0.035686934,-1.184637028,0.065822961,-1.195648706,0.076176268,-0.084132338,0.879888346,-0.204022568,0.936757792,-0.449861426,0.766444446,0.083985423,0.913659291,0.013261294,0.951960034,0.602376336,0.958374903,0.877454888,0.165107299
HVO_1825 [D4GST3] conserved hypothetical protein,-0.153237732,0.487398577,-0.229517832,0.533880451,-0.282921273,0.493923235,-0.072674225,0.884405755,-0.239807098,0.940929178,-0.014847471,0.840095461,-0.0154307,0.919937094,0.054258842,0.952149888,0.18535013,0.974206822,0.129035304,0.529359865
HVO_1824 [D4GST2] conserved hypothetical protein,-0.362474086,0.004950652,-0.194825265,0.16903483,-0.148463852,0.278601275,0.092542724,0.94713269,-0.123873146,0.958653993,-0.078437966,0.943443112,-0.010159422,0.965005626,-0.122109632,0.954018126,-0.006700099,0.993682394,0.276151395,0.041379247
HVO_1823 [D4GST1] UspA domain protein,0.701806928,0.000290921,0.754821316,0.000270027,0.669391714,0.000314563,-0.129445036,0.91587757,0.135034394,0.956954664,-0.025298393,0.953154313,-0.124669002,0.930328964,-0.024359429,0.986894167,-0.120474193,0.980589853,-0.86520199,0.000315019
HVO_1822 [D4GST0] UspA domain protein,1.624722702,0.000290921,1.673154393,0.000270027,1.587712837,0.000314563,-0.106164593,0.910430404,0.274228319,0.937390879,-0.179439032,0.845170319,0.052564897,0.943956122,-0.185344666,0.927357059,0.057355157,0.976994621,-1.725702948,0.000315019
HVO_1821 [D4GSS9] (pat2) GNAT family acetyltransferase Pat2,0.557259437,0.350493794,0.863663812,0.289871811,0.94059533,0.172290254,-0.390281089,0.860180712,-0.001918955,0.944588504,-0.422859764,0.777530301,-0.586775783,0.872667883,-0.460876389,0.917811702,-0.522269915,0.959010697,-1.02277536,0.206313015
HVO_1820 [D4GSS8] UspA domain protein,0.112471669,0.481396349,0.534833643,0.122245244,0.364586252,0.42121974,-0.564345798,0.698853564,0.358774683,0.891196224,-0.455473315,0.77660341,-0.071785569,0.933253667,-0.396633194,0.91247168,-0.113164034,0.977373661,-0.563838874,0.186329743
HVO_1819 [D4GSS7] conserved hypothetical protein,-0.388072111,0.393498836,0.338438746,0.370107567,0.263070486,0.524313665,0.055784064,0.86695302,-0.26234951,0.937469637,-0.01054239,0.830010981,0.481147624,0.840379421,-0.282643556,0.93898575,0.358725263,0.9439125,0.113167247,0.583746328
HVO_1816 [D4GSE0] (pyrC) dihydroorotase,0.329530135,0.42092467,0.334124767,0.155647894,-0.000899463,0.62695285,0.13208792,0.886893258,0.127165788,0.950924902,0.53107126,0.418552375,0.641663879,0.206110852,0.215934767,0.933896146,0.213212766,0.972280219,0.208755709,0.521665134
HVO_1815 [D4GSD9] lipoate--protein ligase domain protein,0.114315712,0.463448245,-0.321601698,0.025814586,-0.044604858,0.489923637,0.373231888,0.851795957,-0.091342908,0.930203065,0.20786753,0.797613503,-0.037382963,0.890478358,0.245575372,0.930439287,0.042574772,0.962817781,0.062723566,0.486288133
HVO_1814 [D4GSD8] peptidase M23 family protein,0.200469218,0.525978538,0.012405375,0.635814358,-0.057345243,0.542062706,0.00684125,0.897250249,0.099991914,0.941378287,-0.081593205,0.882058027,-0.794632273,0.67656911,0.142754441,0.946887999,-0.538408428,0.957292723,-0.246256581,0.376716918
HVO_1812 [D4GSD6] probable ketohexokinase,0.789772424,0.014288895,0.621419512,0.22011448,0.288838851,0.525317361,-0.150895216,0.871976291,0.232706008,0.939641388,-0.20437994,0.800823142,-0.044075985,0.93424079,0.248763978,0.916069715,0.274885474,0.967397129,-1.054575227,0.027458815
HVO_1811 [D4GSD5] sensor box histidine kinase,0.263115036,0.517220781,0.535235389,0.325882229,0.398833226,0.466629359,-0.095479722,0.887030347,-0.298727512,0.868324166,-0.263518011,0.817723729,-0.17540679,0.897437549,0.109936112,0.947839652,0.285618423,0.967057737,-0.557475135,0.303328762
HVO_1810 [D4GSD4] PaaI family protein,0.92283168,0.294044624,0.744820724,0.04007725,0.610236449,0.242585325,-0.222508559,0.86664381,-0.0841189,0.945650499,0.166838321,0.844990834,-0.282025511,0.909276649,-0.068944401,0.953153074,-0.095995552,0.973470792,-0.879328641,0.002521315
HVO_1809 [D4GSD3] (entB2) isochorismatase family protein,-0.214829832,0.434386391,0,1,0,1,12.38350879,1,-0.309356589,0.924918642,3.353749919,1,0,1,2.3175948,1,0,1,2.753040559,1
HVO_1808 [D4GSD2] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_1804 [D4GSC8] (pncB) nicotinate phosphoribosyltransferase,-0.601605607,0.000290921,-0.520180451,0.000270027,-0.655285043,0.000314563,-0.17443661,0.74626609,0.095065173,0.970026006,-0.066761548,0.955672261,-0.199463794,0.888776119,-0.06762752,0.982151817,-0.153846656,0.973186038,0.545447335,0.000315019
HVO_1803 [D4GSC7] AMMECR1 domain protein,-2.116269065,0.000290921,-1.876869942,0.000270027,-1.874882236,0.000314563,-0.278925831,0.533711402,-0.431967705,0.503081502,-0.970849478,0.001300218,-0.594708114,0.098139661,0.210260977,0.930266496,0.592658891,0.900286645,1.019128638,0.00063026
HVO_1799 [D4GSC3] digeranylgeranylglycerophospholipid reductase / dolichol omega-reductase,-0.536991226,0.000290921,-0.771046135,0.000270027,-0.343796723,0.000314668,0.289554335,0.033314276,-0.150582868,0.946488656,0.091897169,0.936856049,-0.005208278,0.981652168,-0.002327246,0.995244369,-0.09991566,0.984910589,0.615702932,0.000315019
HVO_1797 [D4GSC1] beta-lactamase domain protein,-0.343643861,0.020138181,-0.287443833,0.428561624,-0.333394521,0.461645867,-0.427591378,0.74794764,0.27049914,0.931406398,-0.333828292,0.775440525,0.096994978,0.923937088,-0.252934412,0.928161628,0.044919151,0.973506215,-0.050161123,0.641515386
HVO_1796 [D4GSC0] conserved hypothetical protein,0.749370792,0.2883534,1.137640805,0.076991192,1.014463005,0.260736585,-0.440178076,0.842294315,-0.208531579,0.927380829,-0.24224521,0.801248249,0.354221441,0.243315273,-0.104659719,0.936246876,0.444284933,0.959584852,-0.913050128,0.363567045
HVO_1792 [D4GSB6] Lrp/AsnC family transcription regulator,-0.249715903,0.419286388,0,1,0.479349233,0.444391944,5.792977115,1,-0.336683623,0.93425267,-0.176090552,0.759631541,3.157535535,1,-0.397704497,0.915758436,4.635135787,1,0.091857627,0.482957928
HVO_1788 [D4GSB2] (nirA1) probable sulfite/nitrite reductase (ferredoxin),-0.282271343,0.410125589,-0.579010704,0.002161895,-0.001038402,0.724305822,0.322365695,0.042245776,-0.357004643,0.450007424,0.097809781,0.886477904,0.1728543,0.922254525,0.126574489,0.956189678,0.208087381,0.973576948,0.381832263,0.041062626
HVO_1783 [D4GSA8] conserved hypothetical protein,-0.671761153,0.332858125,-0.904418918,0.361194561,-0.268903108,0.531676793,-0.247594513,0.885515991,-0.358868858,0.927560217,-0.389802581,0.767644363,0.280908851,0.876048989,-0.184379658,0.944234974,0.440303416,0.943166306,0.288914561,0.51832167
HVO_1780 [D4GSA4] HTH domain protein,8.450904956,1,0,1,0.320099579,0.447044155,3.615654176,1,2.632245206,1,2.331295366,1,-0.159462687,0.88019469,0.11034085,0.933731208,0,1,0,1
HVO_1779 [D4GSA3] (htr8) transducer protein Htr8,-2.141134509,0.000290921,-0.629196173,0.355165918,-2.308709582,0.000314563,-1.379388578,0.849253331,-0.331387843,0.931746794,-0.5065357,0.818720317,-1.092917627,0.002611017,0.134796786,0.958744936,0.225182301,0.962337467,0.92597273,0.297131899
HVO_1778 [D4GSA2] (katG) catalase-peroxidase,0.84677613,0.000290921,1.139527292,0.000270027,0.986360468,0.000314563,-0.255270013,0.208089854,-0.02235412,0.987658767,-0.365033127,0.001300218,-0.058207196,0.972629929,-0.006730885,0.991781029,0.26577161,0.782286182,-1.199881809,0.000315019
HVO_1768 [D4GS93] (dppD3) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_A0383 [D4GR51] (dppD8) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0,1,0,1,0,1,0,1,0.215726812,0.9195596,0,1,0,1,0,1,0,1,4.545682836,1
HVO_1764 [D4GS89] conserved hypothetical protein,2.776589013,1,2.887022321,1,3.179193188,1,0.550277782,0.831716379,0,1,0.689968786,0.760859888,-0.296212338,0.878209339,0.778879327,0.919119167,-0.129681361,0.963055712,0,1
HVO_1761 [D4GS86] (mtfK3) FKBP-type peptidylprolyl isomerase,0.690074269,0.301647004,0.483350434,0.374896514,0.004685422,0.555146496,-0.140554324,0.857429463,0.447647026,0.897618071,-0.277388462,0.804415474,-0.288484001,0.910608711,0.227893785,0.926906403,0.146341835,0.968437621,-0.892392758,0.144897509
HVO_1760 [D4GS85] ABC-type transport system ATP-binding protein,1.004516013,1,0.651094317,1,0.128451573,1,-0.937339012,0.07998866,0,1,-0.483618553,0.691765012,0.676611675,0.829190162,-1.281591177,0.2338022,-0.370460137,0.945154936,0,1
HVO_1759 [D4GS84] ABC-type transport system permease protein,-0.981295782,0.437677277,-2.257575864,0.323693074,-0.795797637,0.505599274,1.035441338,0.003794265,0,1,1.03086424,0.001299785,0.415654354,0.648652362,0.255363513,0.918014224,-0.342238234,0.945298993,0.819643045,0.455365288
HVO_1758 [D4GS83] (trxB5) oxidoreductase (homolog to thioredoxin-disulfide reductase),-2.90969035,0.000290921,-2.799394566,0.000270027,-2.992291324,0.000314563,0.612774274,0.001899474,0.029491137,0.954287761,0.765410725,0.001299785,0.038564646,0.969398155,0.221389997,0.814186604,-0.525096049,0.008628654,3.728645548,0.000315019
HVO_1753 [D4GS78] HMA domain protein,0,1,0,1,0,1,0,1,10.68010451,1,0,1,0,1,0,1,0,1,0,1
HVO_1752 [D4H091] Lrp/AsnC family transcription regulator,0.934388559,0.000873127,1.133159975,0.000270027,1.132892213,0.000314563,-0.117421096,0.90793133,0.288767258,0.91571494,-0.150135414,0.875819721,0.024910114,0.935041647,-0.292403608,0.911054104,-0.228025779,0.967270229,-0.974155495,0.000315019
HVO_1751 [D4H090] (copA) P-type transport ATPase (probable substrate copper/metal cation),1.642173599,0.000290921,2.175693044,0.000270027,1.956708802,0.000314563,0.045467491,0.939351675,-0.097032218,0.967428367,0.124335083,0.87895978,0.219640504,0.889695518,0.013324312,0.967608205,0.123235105,0.982370671,-1.597640226,0.000315019
HVO_1749 [D4H088] conserved hypothetical protein,0,1,1.863317943,1,0,1,0,1,0,1,0,1,0,1,0,1,2.432310263,1,0,1
HVO_1746 [D4H085] DUF2800 family protein<|>HVO_A0439 [D4GRA5] DUF2800 family protein,1.28701919,0.362406425,1.383634363,0.369788655,0,1,-0.007245108,0.806301518,-0.062411946,0.922091477,4.424190483,1,0,1,7.887815279,1,0,1,11.23444479,1
HVO_1746 [D4H085] DUF2800 family protein,1.205466381,0.000290921,0.755377956,0.004867343,0.931476137,0.003461991,0.181639611,0.908171118,0.119451488,0.956835791,0.04671911,0.890665903,-0.092119493,0.927227393,0.145090065,0.95636729,-0.153965452,0.97451729,-1.004279536,0.009143263
HVO_1745 [D4H084] conserved hypothetical protein,-0.073862084,0.51284967,0.257471959,0.583265585,0.023339596,0.528329143,-0.525378941,0.741434884,0.462858834,0.886618369,-0.390413916,0.766684829,0.077388393,0.916631785,-0.630537861,0.85906456,-0.180318677,0.979024251,-0.172766961,0.556847409
HVO_1743 [D4H082] SWIM zinc finger domain protein,0.210291035,0.183444874,0.171123062,0.551033336,0.285787652,0.46397114,0.008868917,0.943812944,-0.059521531,0.976068407,-0.018613079,0.893024823,-0.26417664,0.889170954,-0.048059031,0.984226323,-0.309870718,0.951104187,-0.33608253,0.216644842
HVO_1741 [D4H080] conserved hypothetical protein,0.82697275,0.00058206,1.123501166,0.000270027,1.344198825,0.000314563,-0.346624664,0.861779259,-0.154299925,0.959856804,-0.187712642,0.802730899,0.638996536,0.680919977,-0.432612196,0.930006566,0.450664601,0.9379345,-1.139049873,0.000315019
HVO_1740 [D4H079] conserved hypothetical protein,0,1,0,1,0,1,0,1,-0.056412984,0.928273721,0,1,0,1,0,1,0,1,8.503261653,1
HVO_1739 [D4H078] conserved hypothetical protein,0.145051976,0.510498136,-0.497192402,0.396408351,-0.059028103,0.493256507,-0.496236102,0.866488997,0.528671439,0.878490192,-0.183585396,0.820307034,-0.195291247,0.888115355,-0.055768026,0.945853151,-0.101768821,0.96463546,-0.371580184,0.560877087
HVO_1737 [D4H076] DUF790 family protein<|>HVO_A0440 [D4GRA6] DUF790 family protein,0.929122639,0.369185139,0.506010098,0.384183222,1.204461622,0.334383247,0.333113139,0.850444338,-0.246186037,0.920052567,-0.361326855,0.782119719,1.253629517,0.839258709,-0.179042684,0.921961611,1.403451855,0.94038111,-1.245324893,0.380665699
HVO_1737 [D4H076] DUF790 family protein,0,1,0,1,0,1,0,1,0.192497974,0.92015081,0,1,0,1,0,1,0.052343993,0.958321468,-0.953647087,0.45968137
HVO_1735 [D4H074] SWIM zinc finger domain protein,0.239428222,0.290881717,0.377186275,0.004867343,0.173864227,0.509272133,-0.088455576,0.914964316,-0.19221688,0.837162685,-0.085817139,0.9010913,-0.115224413,0.947471513,0.20476252,0.881943811,0.154312941,0.974551605,-0.354530582,0.023982198
HVO_1734 [D4H073] conserved hypothetical protein,0.193901685,0.480730039,0.227601228,0.513457371,0.56177568,0.439752531,-0.078434477,0.86971122,0.054121476,0.942709049,0.089372199,0.819911254,0.518859617,0.888247779,-0.255353671,0.927805085,0.219521876,0.965711998,-0.362274681,0.480294663
HVO_1733 [D4H072] HTH domain protein,-1.020890667,0.141366798,0.290494704,0.520925646,0.067340666,0.541392273,-1.125578515,0.639855005,0.109629176,0.945227625,-0.808720852,0.556660809,0.24170229,0.901790919,-1.137867482,0.786007178,-0.004873835,0.971273867,0.083755584,0.586440678
HVO_1727 [D4H071] (tbp2) TATA-binding transcription initiation factor,0.095574506,0.570421728,0.08877198,0.635101474,0.570273517,0.13096523,-0.284512473,0.84580685,-0.179896248,0.939946455,-0.271971053,0.829247911,-0.45131808,0.85808645,-0.325603477,0.856981878,-0.347004628,0.966585846,-0.530496978,0.120579604
HVO_1726 [D4H070] HTH domain protein,0.674743481,0.000290921,0.516433714,0.000270117,0.616555273,0.000314563,0.052854712,0.950548965,-0.024607124,0.98844443,-0.103994468,0.795452599,-0.13938486,0.929585174,0.038018516,0.978648844,-0.015752957,0.988916647,-0.75634234,0.000315019
HVO_1725 [D4H069] (orc5) Orc1-type DNA replication protein,-1.06229286,0.000290921,-0.961625709,0.000270027,-0.75031424,0.000314563,0.149569539,0.893871947,-0.383739653,0.559134378,-0.063871789,0.929306035,0.042660417,0.962759789,0.138045967,0.957131136,0.136803102,0.97727933,1.007277725,0.000315019
HVO_1724 [D4H068] conserved hypothetical protein,0,1,0,1,0,1,0,1,2.609850302,1,0,1,0,1,0,1,0,1,0,1
HVO_1723 [D4H067] (rad25d) DNA repair helicase Rad25,0.110687538,0.684780079,0.021575223,0.798231405,0.172899223,0.518293926,0.127192261,0.913583837,-0.103996421,0.969689481,0.112345966,0.910777735,0.097339927,0.953189688,0.091793342,0.972791028,0.133458506,0.979759228,-0.086078174,0.720149509
HVO_1719 [D4H064] thioesterase domain protein,-0.272238532,0.444267946,-0.671294033,0.389644434,0.066017499,0.545080297,0.186404392,0.821507365,-0.41090244,0.923423093,0.136450896,0.764029568,-0.188979128,0.907816456,0.005430495,0.922441625,-0.301534257,0.964407234,0.250957001,0.501623151
"HVO_1718 [D4H063] (queD) 6-carboxy-5,6,7,8-tetrahydropterin synthase",-2.316835045,0.000290921,-2.099465528,0.000270027,-2.105829312,0.000314563,-0.148476813,0.892685594,-0.004119228,0.947316839,-0.281523717,0.833228959,-0.183721213,0.919631275,-0.194608572,0.947297512,-0.298581364,0.971311674,1.998500603,0.000315019
HVO_1717 [D4H062] (queE) 7-carboxy-7-deazaguanine synthase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_1716 [D4H061] (queC) 7-cyano-7-deazaguanine synthase,-0.66791286,0.012243989,-0.438114323,0.181622125,-0.29474656,0.48559282,-0.307321029,0.795564446,0.037106958,0.969592971,-0.341456279,0.608421477,-0.038824541,0.96584984,-0.2650111,0.877312024,0.151168527,0.977592663,0.217378995,0.534381748
HVO_1715 [D4H060] probable S-adenosylmethionine-dependent methyltransferase,2.744338611,1,2.59463377,1,-0.104274281,0.456333303,0.143379241,0.840333572,3.14787052,1,-0.245150752,0.780063712,0.316728496,0.182648771,-0.032508747,0.926453095,0.515035821,0.293510334,0,1
