"Protein.ID","H53_EL_RM_vs_H53_LL_RM_PEP","X2174_EL_RM_vs_2174_LL_RM_PEP","X2176_EL_RM_vs_2176_LL_RM_PEP","H53_EL_RM_vs_2174_EL_RM_PEP","X2176_LL_RM_vs_H53_LL_RM_PEP","H53_EL_RM_vs_H53_EL_CM_PEP","X2176_EL_RM_vs_2176_EL_CM_PEP","H53_EL_RM_vs_2176_EL_RM_PEP","H53_EL_CM_vs_2176_EL_CM_PEP","H53_LL_RM_vs_H53_EL_CM_PEP"
"1225","HVO_1858 [D4GSW1] (rps19e) 30S ribosomal protein S19e",0.000290921,0.000270027,0.000314563,0.369246048,0.978013943,0.117576864,0.890608366,0.933150998,0.991017049,0.000315019
"1226","HVO_1857 [D4GSW0] PDCD5 family DNA-binding protein",0.318492847,0.000270117,0.059364798,0.873618402,0.972097402,0.889477171,0.956034824,0.949768567,0.988791152,0.044862851
"1227","HVO_1856 [D4GSV9] conserved hypothetical protein",0.366601275,1,1,1,0.910596529,0.766444446,1,1,1,0.392522633
"1228","HVO_1854 [D4GSV7] (hisS) histidine--tRNA ligase",0.008449525,0.000270027,0.000314563,0.922443426,0.988410533,0.977633918,0.963823559,0.923203645,0.993716652,0.017664649
"1229","HVO_1853 [D4GSV6] UspA domain protein",0.30513682,0.373937934,0.418905934,0.812813234,0.928892776,0.745512149,0.861835572,0.928781599,0.934120248,0.439115818
"1230","HVO_1851 [D4GSV4] HAD superfamily hydrolase",0.407185931,0.438392675,0.39481313,0.762814554,0.89672675,0.790196063,0.888776119,0.921187512,0.958428268,0.448397586
"1231","HVO_1849 [D4GSV2] (ywaD2) probable M28 family peptidase (homolog to aminopeptidase YwaD)",0.319130088,0.000270117,0.129048018,0.82811845,0.968026677,0.902922804,0.876628484,0.974024377,0.961259396,0.067699228
"1232","HVO_1848A [D4GSV1] small CPxCG-related zinc finger protein",0.24814161,1,1,1,0.917355223,0.783482086,1,1,0.959584852,0.373427614
"1233","HVO_1847 [D4GSV0] (pepF) oligoendopeptidase PepF",0.647317293,0.069446339,0.392506392,0.968178531,0.959401285,0.941466093,0.977289976,0.955534074,0.979584459,0.459017221
"1234","HVO_1841A [L9VDP5] death-on-curing family protein",0.419941612,0.420726284,0.469953281,0.843707377,0.912873269,0.778914975,0.884487721,0.935202463,0.864191542,0.345517882
"1235","HVO_1841 [D4GSU5] homolog to HGPV1-ORF14",0.38699924,0.309669564,0.297806727,0.831716379,0.914358486,0.719652386,0.873853487,0.909612465,0.941092347,0.434809725
"1236","HVO_1831 [D4GST9] (ferA4) ferredoxin (2Fe-2S)",0.000290921,0.245040361,0.005980695,0.033314276,0.900611211,0.021766849,0.182648771,0.974759564,0.987457199,0.28605366
"1237","HVO_1830 [D4GST8] (gndA) 6-phosphogluconate dehydrogenase (NAD-dependent, decarboxylating)",0.023066551,0.000270027,0.000314563,0.806301518,0.965905629,0.546707309,0.839258709,0.965413578,0.97686725,0.070240316
"1238","HVO_1829 [D4GST7] (pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)",0.736860296,0.81617736,0.831753412,0.939640861,0.874890904,0.964183394,0.9064525,0.990522005,0.964726365,0.567933402
"1239","HVO_1828 [D4GST6] small CPxCG-related zinc finger protein",1,1,0.28705939,1,0.955270232,1,1,1,1,0.458685165
"1240","HVO_1827 [D4GST5] (rps6e) 30S ribosomal protein S6e",0.000290921,0.000270027,0.007555268,0.308040303,0.96564802,0.002597922,0.955458076,0.004432964,0.984122594,0.023350235
"1241","HVO_1826 [D4GST4] conserved hypothetical protein",0.035686934,0.065822961,0.076176268,0.879888346,0.936757792,0.766444446,0.913659291,0.951960034,0.958374903,0.165107299
"1242","HVO_1825 [D4GST3] conserved hypothetical protein",0.487398577,0.533880451,0.493923235,0.884405755,0.940929178,0.840095461,0.919937094,0.952149888,0.974206822,0.529359865
"1243","HVO_1824 [D4GST2] conserved hypothetical protein",0.004950652,0.16903483,0.278601275,0.94713269,0.958653993,0.943443112,0.965005626,0.954018126,0.993682394,0.041379247
"1244","HVO_1823 [D4GST1] UspA domain protein",0.000290921,0.000270027,0.000314563,0.91587757,0.956954664,0.953154313,0.930328964,0.986894167,0.980589853,0.000315019
"1245","HVO_1822 [D4GST0] UspA domain protein",0.000290921,0.000270027,0.000314563,0.910430404,0.937390879,0.845170319,0.943956122,0.927357059,0.976994621,0.000315019
"1246","HVO_1821 [D4GSS9] (pat2) GNAT family acetyltransferase Pat2",0.350493794,0.289871811,0.172290254,0.860180712,0.944588504,0.777530301,0.872667883,0.917811702,0.959010697,0.206313015
"1247","HVO_1820 [D4GSS8] UspA domain protein",0.481396349,0.122245244,0.42121974,0.698853564,0.891196224,0.77660341,0.933253667,0.91247168,0.977373661,0.186329743
"1248","HVO_1819 [D4GSS7] conserved hypothetical protein",0.393498836,0.370107567,0.524313665,0.86695302,0.937469637,0.830010981,0.840379421,0.93898575,0.9439125,0.583746328
"1249","HVO_1816 [D4GSE0] (pyrC) dihydroorotase",0.42092467,0.155647894,0.62695285,0.886893258,0.950924902,0.418552375,0.206110852,0.933896146,0.972280219,0.521665134
"1250","HVO_1815 [D4GSD9] lipoate--protein ligase domain protein",0.463448245,0.025814586,0.489923637,0.851795957,0.930203065,0.797613503,0.890478358,0.930439287,0.962817781,0.486288133
"1251","HVO_1814 [D4GSD8] peptidase M23 family protein",0.525978538,0.635814358,0.542062706,0.897250249,0.941378287,0.882058027,0.67656911,0.946887999,0.957292723,0.376716918
"1252","HVO_1812 [D4GSD6] probable ketohexokinase",0.014288895,0.22011448,0.525317361,0.871976291,0.939641388,0.800823142,0.93424079,0.916069715,0.967397129,0.027458815
"1253","HVO_1811 [D4GSD5] sensor box histidine kinase",0.517220781,0.325882229,0.466629359,0.887030347,0.868324166,0.817723729,0.897437549,0.947839652,0.967057737,0.303328762
"1254","HVO_1810 [D4GSD4] PaaI family protein",0.294044624,0.04007725,0.242585325,0.86664381,0.945650499,0.844990834,0.909276649,0.953153074,0.973470792,0.002521315
"1255","HVO_1809 [D4GSD3] (entB2) isochorismatase family protein",0.434386391,1,1,1,0.924918642,1,1,1,1,1
"1256","HVO_1808 [D4GSD2] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"1257","HVO_1804 [D4GSC8] (pncB) nicotinate phosphoribosyltransferase",0.000290921,0.000270027,0.000314563,0.74626609,0.970026006,0.955672261,0.888776119,0.982151817,0.973186038,0.000315019
"1258","HVO_1803 [D4GSC7] AMMECR1 domain protein",0.000290921,0.000270027,0.000314563,0.533711402,0.503081502,0.001300218,0.098139661,0.930266496,0.900286645,0.00063026
"1259","HVO_1799 [D4GSC3] digeranylgeranylglycerophospholipid reductase / dolichol omega-reductase",0.000290921,0.000270027,0.000314668,0.033314276,0.946488656,0.936856049,0.981652168,0.995244369,0.984910589,0.000315019
"1260","HVO_1797 [D4GSC1] beta-lactamase domain protein",0.020138181,0.428561624,0.461645867,0.74794764,0.931406398,0.775440525,0.923937088,0.928161628,0.973506215,0.641515386
"1261","HVO_1796 [D4GSC0] conserved hypothetical protein",0.2883534,0.076991192,0.260736585,0.842294315,0.927380829,0.801248249,0.243315273,0.936246876,0.959584852,0.363567045
"1262","HVO_1792 [D4GSB6] Lrp/AsnC family transcription regulator",0.419286388,1,0.444391944,1,0.93425267,0.759631541,1,0.915758436,1,0.482957928
"1263","HVO_1788 [D4GSB2] (nirA1) probable sulfite/nitrite reductase (ferredoxin)",0.410125589,0.002161895,0.724305822,0.042245776,0.450007424,0.886477904,0.922254525,0.956189678,0.973576948,0.041062626
"1264","HVO_1783 [D4GSA8] conserved hypothetical protein",0.332858125,0.361194561,0.531676793,0.885515991,0.927560217,0.767644363,0.876048989,0.944234974,0.943166306,0.51832167
"1265","HVO_1780 [D4GSA4] HTH domain protein",1,1,0.447044155,1,1,1,0.88019469,0.933731208,1,1
"1266","HVO_1779 [D4GSA3] (htr8) transducer protein Htr8",0.000290921,0.355165918,0.000314563,0.849253331,0.931746794,0.818720317,0.002611017,0.958744936,0.962337467,0.297131899
"1267","HVO_1778 [D4GSA2] (katG) catalase-peroxidase",0.000290921,0.000270027,0.000314563,0.208089854,0.987658767,0.001300218,0.972629929,0.991781029,0.782286182,0.000315019
"1268","HVO_1768 [D4GS93] (dppD3) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_A0383 [D4GR51] (dppD8) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",1,1,1,1,0.9195596,1,1,1,1,1
"1269","HVO_1764 [D4GS89] conserved hypothetical protein",1,1,1,0.831716379,1,0.760859888,0.878209339,0.919119167,0.963055712,1
"1270","HVO_1761 [D4GS86] (mtfK3) FKBP-type peptidylprolyl isomerase",0.301647004,0.374896514,0.555146496,0.857429463,0.897618071,0.804415474,0.910608711,0.926906403,0.968437621,0.144897509
"1271","HVO_1760 [D4GS85] ABC-type transport system ATP-binding protein",1,1,1,0.07998866,1,0.691765012,0.829190162,0.2338022,0.945154936,1
"1272","HVO_1759 [D4GS84] ABC-type transport system permease protein",0.437677277,0.323693074,0.505599274,0.003794265,1,0.001299785,0.648652362,0.918014224,0.945298993,0.455365288
"1273","HVO_1758 [D4GS83] (trxB5) oxidoreductase (homolog to thioredoxin-disulfide reductase)",0.000290921,0.000270027,0.000314563,0.001899474,0.954287761,0.001299785,0.969398155,0.814186604,0.008628654,0.000315019
"1274","HVO_1753 [D4GS78] HMA domain protein",1,1,1,1,1,1,1,1,1,1
"1275","HVO_1752 [D4H091] Lrp/AsnC family transcription regulator",0.000873127,0.000270027,0.000314563,0.90793133,0.91571494,0.875819721,0.935041647,0.911054104,0.967270229,0.000315019
"1276","HVO_1751 [D4H090] (copA) P-type transport ATPase (probable substrate copper/metal cation)",0.000290921,0.000270027,0.000314563,0.939351675,0.967428367,0.87895978,0.889695518,0.967608205,0.982370671,0.000315019
"1277","HVO_1749 [D4H088] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"1278","HVO_1746 [D4H085] DUF2800 family protein<|>HVO_A0439 [D4GRA5] DUF2800 family protein",0.362406425,0.369788655,1,0.806301518,0.922091477,1,1,1,1,1
"1279","HVO_1746 [D4H085] DUF2800 family protein",0.000290921,0.004867343,0.003461991,0.908171118,0.956835791,0.890665903,0.927227393,0.95636729,0.97451729,0.009143263
"1280","HVO_1745 [D4H084] conserved hypothetical protein",0.51284967,0.583265585,0.528329143,0.741434884,0.886618369,0.766684829,0.916631785,0.85906456,0.979024251,0.556847409
"1281","HVO_1743 [D4H082] SWIM zinc finger domain protein",0.183444874,0.551033336,0.46397114,0.943812944,0.976068407,0.893024823,0.889170954,0.984226323,0.951104187,0.216644842
"1282","HVO_1741 [D4H080] conserved hypothetical protein",0.00058206,0.000270027,0.000314563,0.861779259,0.959856804,0.802730899,0.680919977,0.930006566,0.9379345,0.000315019
"1283","HVO_1740 [D4H079] conserved hypothetical protein",1,1,1,1,0.928273721,1,1,1,1,1
"1284","HVO_1739 [D4H078] conserved hypothetical protein",0.510498136,0.396408351,0.493256507,0.866488997,0.878490192,0.820307034,0.888115355,0.945853151,0.96463546,0.560877087
"1285","HVO_1737 [D4H076] DUF790 family protein<|>HVO_A0440 [D4GRA6] DUF790 family protein",0.369185139,0.384183222,0.334383247,0.850444338,0.920052567,0.782119719,0.839258709,0.921961611,0.94038111,0.380665699
"1286","HVO_1737 [D4H076] DUF790 family protein",1,1,1,1,0.92015081,1,1,1,0.958321468,0.45968137
"1287","HVO_1735 [D4H074] SWIM zinc finger domain protein",0.290881717,0.004867343,0.509272133,0.914964316,0.837162685,0.9010913,0.947471513,0.881943811,0.974551605,0.023982198
"1288","HVO_1734 [D4H073] conserved hypothetical protein",0.480730039,0.513457371,0.439752531,0.86971122,0.942709049,0.819911254,0.888247779,0.927805085,0.965711998,0.480294663
"1289","HVO_1733 [D4H072] HTH domain protein",0.141366798,0.520925646,0.541392273,0.639855005,0.945227625,0.556660809,0.901790919,0.786007178,0.971273867,0.586440678
"1290","HVO_1727 [D4H071] (tbp2) TATA-binding transcription initiation factor",0.570421728,0.635101474,0.13096523,0.84580685,0.939946455,0.829247911,0.85808645,0.856981878,0.966585846,0.120579604
"1291","HVO_1726 [D4H070] HTH domain protein",0.000290921,0.000270117,0.000314563,0.950548965,0.98844443,0.795452599,0.929585174,0.978648844,0.988916647,0.000315019
"1292","HVO_1725 [D4H069] (orc5) Orc1-type DNA replication protein",0.000290921,0.000270027,0.000314563,0.893871947,0.559134378,0.929306035,0.962759789,0.957131136,0.97727933,0.000315019
"1293","HVO_1724 [D4H068] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"1294","HVO_1723 [D4H067] (rad25d) DNA repair helicase Rad25",0.684780079,0.798231405,0.518293926,0.913583837,0.969689481,0.910777735,0.953189688,0.972791028,0.979759228,0.720149509
"1295","HVO_1719 [D4H064] thioesterase domain protein",0.444267946,0.389644434,0.545080297,0.821507365,0.923423093,0.764029568,0.907816456,0.922441625,0.964407234,0.501623151
"1296","HVO_1718 [D4H063] (queD) 6-carboxy-5,6,7,8-tetrahydropterin synthase",0.000290921,0.000270027,0.000314563,0.892685594,0.947316839,0.833228959,0.919631275,0.947297512,0.971311674,0.000315019
"1297","HVO_1717 [D4H062] (queE) 7-carboxy-7-deazaguanine synthase",1,1,1,1,1,1,1,1,1,1
"1298","HVO_1716 [D4H061] (queC) 7-cyano-7-deazaguanine synthase",0.012243989,0.181622125,0.48559282,0.795564446,0.969592971,0.608421477,0.96584984,0.877312024,0.977592663,0.534381748
"1299","HVO_1715 [D4H060] probable S-adenosylmethionine-dependent methyltransferase",1,1,0.456333303,0.840333572,1,0.780063712,0.182648771,0.926453095,0.293510334,1
"1300","HVO_1713 [D4H058] receiver/sensor box histidine kinase",0.481063179,1,0.000314563,1,1,1,0.002611017,0.089819469,1,1
"1301","HVO_1712 [D4H057] START domain protein",0.394149436,0.012460852,0.482595829,0.8279272,0.928980815,0.748594846,0.864228475,0.922441625,0.956907135,0.496953173
"1302","HVO_1711 [D4H056] (sga1) probable glucoamylase",0.981335252,0.005679645,0.933510234,0.001899474,0.905277002,0.001299785,0.002611017,0.988255513,0.923096852,0.000315019
"1303","HVO_1710 [D4H055] (amyA2) glycoside hydrolase domain protein",0.000290921,0.000270027,0.000314563,0.96755941,0.97805547,0.918619139,0.971242112,0.984368635,0.990630437,0.000315019
"1304","HVO_1708 [D4H053] conserved hypothetical protein",0.157467743,0.064709293,0.168437584,0.888122912,0.946903983,0.535086702,0.012941436,0.961578745,0.979053995,0.001260565
"1305","HVO_1707 [D4H052] ABC-type transport system ATP-binding protein",0.025117889,0.000270027,0.000314563,0.874211612,0.949809491,0.840278482,0.920242088,0.952590713,0.945728543,0.001575735
"1306","HVO_1706 [D4H051] ABC-type transport system permease protein",0.058993981,0.017084368,0.07998728,0.885239137,0.943365269,0.851021791,0.929585174,0.955534074,0.966585846,0.029355739
"1307","HVO_1705 [D4H050] ABC-type transport system periplasmic substrate-binding protein",0.000290921,0.000270027,0.000314563,0.001899474,0.964237556,0.001299785,0.922354205,0.990115343,0.250865748,0.000315019
"1308","HVO_1704 [D4H049] homolog to arabinopyranose mutase",0.295310569,1,1,0.340699955,1,0.591668871,0.869658163,0.452802408,0.967100335,0.424549781
"1309","HVO_1703 [D4H048] (hel2) probable DEAD/DEAH box helicase",0.405553812,0.260798023,0.37210219,0.770782068,0.928184885,0.764997937,0.929957709,0.927536584,0.976222571,0.205022393
"1310","HVO_1701 [D4H046] DUF123 domain protein",1,1,1,1,1,1,1,1,1,1
"1311","HVO_1700 [D4H045] HTH domain protein",0.556114746,0.504323513,0.540051561,0.850104848,0.942120641,0.797828658,0.902383518,0.941400656,0.970431437,0.510302473
"1312","HVO_1699 [D4H044] pyridoxal phosphate-dependent aminotransferase (homolog to histidinol-phosphate aminotransferase / aspartate aminotransferase)",0.735433652,0.736962351,0.656113247,0.910312331,0.964237556,0.935897327,0.926077306,0.985213786,0.978392828,0.686024315
"1313","HVO_1698 [D4H043] CBS/parB domain protein",0.006116548,0.07615158,0.011020364,0.887304178,0.963009644,0.855880144,0.931526773,0.924052205,0.976578769,0.014191961
"1314","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.392523155,0.460497876,0.318035184,0.82406182,0.932001107,0.023025321,0.808526146,0.927626189,0.974892784,0.260042154
"1315","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.000290921,0.482811552,0.199630012,0.566080346,0.818868681,0.637992862,0.677882896,0.912146651,0.968107931,0.470314517
"1316","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.456161137,0.484820062,0.422542194,0.791934412,0.917659258,0.702324322,0.800392105,0.929658593,0.961507037,0.464331806
"1317","HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.000290921,0.660896468,0.000314563,0.001899474,0.401718882,0.07958757,0.002611017,0.792807179,0.373541154,0.038213549
"1318","HVO_1696 [D4H041] LctP family transport protein",1,0.430524549,0.526321172,0.835431588,0.931661836,1,1,1,1,0.475968557
"1319","HVO_1695 [D4H040] HTH domain protein",0.619203617,0.444311071,1,0.910075908,1,0.797613503,1,0.933565899,1,0.48195911
"1320","HVO_1694 [D4H039] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"1321","HVO_1693 [D4H038] DUF162 family protein",0.205908318,0.013276042,0.082211163,0.920911882,0.936199391,0.896373109,0.72676894,0.955832928,0.941483101,0.007250761
"1322","HVO_1692 [D4H037] probable iron-sulfur protein (4Fe-4S)",0.000290921,0.013547841,0.000314563,0.988943576,0.994333651,0.863490842,0.972928715,0.994991871,0.966886845,0.000315019
"1323","HVO_1691 [D4H036] PRC domain protein",1,1,1,1,1,1,1,1,1,1
"1324","HVO_1690 [D4H035] DHH/RecJ family phosphoesterase",0.182524768,0.003784753,0.336347107,0.969712716,0.970550905,0.959442325,0.98029634,0.990955896,0.993423828,0.036947593
"1325","HVO_1687 [D4H033] conserved hypothetical protein",1,1,1,1,0.92044484,1,1,1,1,1
"1326","HVO_1685 [D4GZP9] conserved hypothetical protein",0.000290921,0.000270027,0.000314563,0.93573395,0.980291192,0.206068808,0.073498316,0.95055048,0.986098173,0.000315019
"1327","HVO_1684 [D4GZP8] (thrS) threonine--tRNA ligase",0.000290921,0.000270027,0.000314563,0.500562728,0.991908366,0.337317154,0.621076932,0.994935558,0.99515919,0.000315019
"1328","HVO_1683 [D4GZP7] (malQ) 4-alpha-glucanotransferase",0.613329876,0.20612145,0.236435606,0.887440921,0.982778608,0.767883749,0.772621702,0.95828816,0.939578732,0.197927375
"1329","HVO_1681 [D4GZP5] DNA N-glycosylase",0.000290921,0.000270027,0.00724033,0.937114039,0.946000955,0.873755857,0.941236741,0.96939015,0.977933724,0.000315019
"1330","HVO_1680 [D4GZP4] UPF0212 family protein",1,1,1,1,1,1,1,1,1,1
"1331","HVO_1678 [D4GZP2] (tif2b1) translation initiation factor aIF-2 beta subunit",0.630631932,0.743283117,0.71746267,0.939351675,0.93097878,0.76378697,0.903442978,0.925722224,0.941405198,0.466325595
"1332","HVO_1677 [D4GZP1] small CPxCG-related zinc finger protein",1,1,1,1,1,1,1,1,1,1
"1333","HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB",0.317855719,1,1,0.878451023,1,0.790637951,0.860704916,0.916482934,0.965756186,0.246741058
"1334","HVO_1675 [D4GZN9] (corA) magnesium transport protein CorA",0.551018425,0.029919123,0.001573456,0.835615446,0.967227576,0.84873312,0.951093871,0.961088253,0.978604754,0.514311169
"1335","HVO_1673 [D4GZN7] conserved hypothetical protein",0.094400343,0.080352885,0.679920377,0.886343747,0.91265899,0.916520827,0.940818311,0.969673846,0.971910959,0.098560149
"1336","HVO_1672 [D4GZN6] conserved hypothetical protein",0.449549042,0.460497876,0.545080297,0.850274673,0.926749754,0.799330013,0.888644237,0.930006566,0.963103122,0.409347206
"1337","HVO_1670 [D4GZN4] (nop5) rRNA/tRNA 2'-O-methyltransferase complex protein Nop5",0.070261054,0.000270117,0.010705296,0.949300626,0.961976399,0.832097811,0.919733307,0.981061824,0.984147561,0.580042922
"1338","HVO_1669 [D4GZN3] (fib) fibrillarin-like rRNA/tRNA 2'-O-methyltransferase",0.499432463,0.547936785,0.573967936,0.913004847,0.935636786,0.863823594,0.921453873,0.938832039,0.979024251,0.634400846
