Protein ID,H26_vs_DksgA,H26_vs_DksgA_PEP,H26_vs_DksgA_KsgA,H26_vs_DksgA_KsgA_PEP,H26_vs_DksgA_ksgA_E84A,H26_vs_DksgA_ksgA_E84A_PEP,Row_Number
HVO_1262 [D4GX73] (nhaC2) probable NhaC-type sodium/proton antiporter,0.573469431,0.633698018,0.417326164,0.369450655,0.098086779,0.447675793,1594
HVO_1261 [D4GX72] conserved hypothetical protein,0.530633086,0.653452871,0.834289262,1,1.10510415,1,1595
HVO_1260 [D4GX70] von Willebrand factor type A domain protein<|>HVO_1655 [D4GZM0] (trxA7) thioredoxin,-0.346553863,0.66591187,0.902089578,0.279604934,0.278151149,0.395335348,1596
HVO_1260 [D4GX70] von Willebrand factor type A domain protein,0.5883459,0.635612257,-0.584102382,0.383989407,-0.871985178,0.264149563,1597
HVO_1257 [D4GX65] (moxR2) AAA-type ATPase (MoxR subfamily),0.079104717,0.780834315,-0.063023346,0.493733115,-0.015291108,0.50424942,1598
HVO_1252 [D4GX57] conserved hypothetical protein,-0.129762058,0.74171048,1.368126048,0.003187405,1.109029537,0.011171889,1599
HVO_1250 [D4GX53] redoxin domain protein,-0.080681849,0.800660479,0.763831656,0.043279079,0.955916577,0.013857432,1600
HVO_1249 [D4GX52] DUF54 family protein,0.027160527,0.789241898,-0.033185841,0.513229406,-0.010574219,0.454303883,1601
HVO_1248 [D4GX51] DUF1918 family protein,0.079622409,0.738618491,1.657128407,0.013040988,1.687414021,0.000725734,1602
HVO_1247 [D4GX50] NUDIX family hydrolase,-0.203523481,0.699291339,1.536843679,1,3.800082459,1,1603
HVO_1245 [D4GX47] thioredoxin domain protein,0.24261579,0.72763348,0.180087773,0.301731279,-0.008062639,0.593464821,1604
HVO_1244 [D4GX46] (trxA4) thioredoxin,-0.347709646,0.689940737,1.713415024,0.186366494,1.677698644,0.168232583,1605
HVO_1242 [D4GX43] conserved hypothetical protein,0.084948455,0.80737156,-0.450015188,0.342007668,-0.627613296,0.118246384,1606
HVO_1241 [D4GX39] (prrC) SCO1/SenC/PrrC family protein,-0.004881094,0.767677033,0.620772765,0.104715216,0.658501375,0.042012773,1607
HVO_1240 [D4GX36] conserved hypothetical protein,0.855620653,0.003299131,-0.106403486,0.549056833,-0.059909739,0.592377312,1608
HVO_1238 [D4GX33] probable oxidoreductase (aldo-keto reductase family protein),0.283980327,0.432332007,0.220645345,0.356604734,0.683285755,0.000241787,1609
HVO_1236 [D4GX28] (acs3) acyl-CoA synthetase,0.295398475,0.574948267,-2.725253939,0.000244843,-2.81677731,0.000241787,1610
HVO_1235 [D4GX27] (cre2) creatininase domain protein,-0.457614495,0.590421345,1.106748337,0.000489893,0.87717366,0.046262577,1611
HVO_1232 [D4GX18] putative AhpD family alkylhydroperoxidase,-0.289904178,0.694213109,-2.170959116,0.161196128,-0.657676587,1,1612
HVO_1228 [D4GX08] (hcpE) DUF5059 domain / halocyanin domain protein,-0.522369818,0.004943831,-0.378347138,0.063378455,-0.876692898,0.000241787,1613
HVO_1227 [D4GX06] (uraA1) xanthine/uracil permease family transport protein,1.509354761,0.010674897,-1.215985223,0.296019606,-1.125885123,0.379123151,1614
HVO_1225 [D4GX03] (cheW1) purine-binding taxis protein CheW,-0.666545149,0.700132608,2.319020589,0.000979959,1.10355865,0.101976949,1615
HVO_1223 [D4GWZ9] (cheA) taxis sensor histidine kinase CheA,-0.315957274,0.71285296,1.393200375,0.000244925,0.844887235,0.072812416,1616
HVO_1222 [D4GWZ8] (cheR) protein-glutamate O-methyltransferase CheR,-0.179772978,0.681283468,0.166516589,0.419632922,-0.00620429,0.398534625,1617
HVO_1212 [D4GWY5] (cirA) KaiC-type circadian clock protein CirA,-0.108310605,0.812008418,-0.45548835,0.046566942,-0.624143788,0.003632661,1618
HVO_1211 [D4GWY2] (arlA2) archaellin A2,-0.674694686,0.008223547,3.544684546,0.320823222,2.101376463,0.188348807,1619
HVO_1210 [D4GWY0] (arlA1) archaellin A1,-1.062962867,0.16132285,2.187160878,0.129457301,0.48727924,0.344119949,1620
HVO_1209 [D4GWX9] HTH domain protein,-0.23405761,0.66501054,-0.507800058,0.030204041,-0.577154636,0.031322975,1621
HVO_1207 [D4GWX6] (cheY) response regulator CheY,-0.449688401,0.707915125,1.050123452,0.101290249,0.672919953,0.20538034,1622
HVO_1206 [D4GWX3] (cheC) taxis cluster protein CheC,-0.983031753,0.631134715,1.769353719,0.211972965,0.853856551,0.303592341,1623
HVO_1200 [D4GWW3] (arlD2) arl cluster protein ArlD,0.212036589,0.668008738,2.230645346,1,-0.778696837,0.354348859,1624
HVO_1199 [D4GWW2] (acd3) acyl-CoA dehydrogenase,-0.424804761,0.332544696,-3.18262491,0.000244843,-3.478046824,0.000241787,1625
HVO_1198 [D4GWW0] UspA domain protein,-0.011458108,0.837583209,-0.993708404,0.009584277,-0.933939492,0.006059987,1626
HVO_1197 [D4GWV9] RIO-type protein kinase domain protein,-0.502232693,0.68735942,0.253467573,0.374492383,0.340468654,0.396294424,1627
HVO_1191 [D4GWU9] (fadM2) proline dehydrogenase,0.181075729,0.792009441,-1.906825399,0.000244843,-2.542960769,0.000241787,1628
HVO_1190 [D4GWU8] (boa3) HTH-10 family transcription regulator,-0.024752037,0.751368601,0.077122689,0.479177951,0.002414592,0.493654961,1629
HVO_1189 [D4GWU7] (aldH2) aldehyde dehydrogenase,0.385443485,0.002475567,-2.186421157,0.000244843,-2.441551233,0.000241787,1630
HVO_1187 [D4GWU2] START domain protein,-0.336302792,0.351392636,0.435807541,0.073665297,0.306182866,0.295797795,1631
HVO_1186 [D4GWU1] HTH domain protein,0.275624619,0.653145152,-1.468119228,0.356916798,-1.081762011,0.370924503,1632
HVO_1184 [D4GWT9] DUF1511 family protein,0.238975123,0.76475479,1.154347643,0.034716237,1.32308671,0.015324566,1633
HVO_1181 [D4GWT4] (phoU1) PhoU domain protein,0.571971204,0.000825727,-0.62966749,0.000244843,-0.438535973,0.021946763,1634
HVO_1180 [D4GWT2] AhpD family protein,-0.501320863,0.652220884,1.058498874,0.320518321,0.832642018,0.317787897,1635
HVO_1179 [D4GWT0] homolog to NAD kinase,0.176599693,0.771062717,-0.68355984,0.110529967,-0.582431567,0.209881596,1636
HVO_1177 [D4GWS8] ADP-ribose pyrophosphatase,0.165806273,0.812227986,1.21631955,0.000244843,1.257815517,0.000241787,1637
HVO_1176 [D4GWS7] conserved hypothetical protein,1.78097322,0.286976538,-0.805926664,0.32387554,0.686864062,0.361207135,1638
HVO_1175 [D4GWS6] DUF2110 family protein,-0.12362098,0.817681153,0.949364037,0.12597315,1.095276883,0.000967734,1639
HVO_1174 [D4GWS5] (tfeA) transcription initiation factor TFE alpha subunit,-0.339665616,0.553123705,1.501756738,0.000244843,1.615693602,0.000241787,1640
HVO_1173 [D4GWS4] (trm56) tRNA (cytidine(56)-2'-O)-methyltransferase,-0.16080277,0.815943646,0.303960493,0.344173054,0.329502457,0.272659598,1641
"HVO_1172 [D4GWS3] GalE family epimerase/dehydratase<|>HVO_1978 [D4GTK7] (rnhB) ribonuclease H, type 2",-0.172117659,0.709566686,-1.058563443,0.319908701,-1.690326031,0.2782622,1642
HVO_1172 [D4GWS3] GalE family epimerase/dehydratase,0.232992601,0.588337037,-0.803640979,0.000244843,-0.662243121,0.000725734,1643
HVO_1171 [D4GWS2] DUF2797 family protein,0.96339169,0.6233686,2.363049126,1,-0.261238734,0.411399384,1644
HVO_1170 [D4GWS1] glycine-rich protein,-0.556822073,0.095836067,0.504739687,0.333376161,0.260488601,0.458294398,1645
"HVO_1169 [D4GWS0] probable glycosyltransferase, type 1",0.126837388,0.737583275,-1.325598889,0.084547194,-1.163707534,0.126453626,1646
"HVO_1168 [D4GWR9] probable glycosyltransferase, type 1",0.372571966,0.118285224,-1.185134545,0.001225057,-0.898725957,0.009465731,1647
HVO_1166 [D4GWD2] CRM domain protein,-0.07217838,0.808922699,1.107757856,0.005644252,1.031903618,0.001936178,1648
HVO_1165 [D4GWD1] (mscS1) mechanosensitive channel protein MscS,0.920919544,0.005764968,-0.479333835,0.062866067,-0.427321063,0.135778693,1649
HVO_1164 [D4GWD0] HD family hydrolase,0.084293947,0.867113755,0.180051264,0.495774444,-0.030502259,0.725955846,1650
HVO_1163 [D4GWC9] (bcp3) peroxiredoxin,-0.786754678,0.598679306,1.706230748,0.027953384,1.886913426,0.00290533,1651
HVO_1162 [D4GWC8] (tatAt) Sec-independent protein translocase protein TatAt,0.321628144,0.727368794,-0.272519411,0.453104289,-0.059979498,0.450986288,1652
HVO_1158 [D4GWC5] conserved hypothetical protein,0,1,0,1,0,1,1653
HVO_1153 [D4GWB7] probable secreted glycoprotein,0.7858664,0.632417941,0.263100709,0.355980793,-0.277705042,0.372182938,1654
HVO_1150 [D4GWB4] IS200-type transposase HfIRS11,0.529939737,0.499894149,-1.087186521,0.334298674,-0.415136893,0.405275083,1655
HVO_1148 [D4GWB2] (rps15) 30S ribosomal protein S15,0.025110611,0.930292381,0.709961278,0.000244843,0.610485609,0.000241787,1656
HVO_1147 [D4GWB0] (recJ2) probable replication complex protein RecJ2,0.584685139,0.065895206,-0.425994863,0.320213481,-0.286938027,0.444372372,1657
HVO_1146 [D4GWA8] conserved hypothetical protein,0.773550327,0.390955156,1.524275583,0.037229303,1.64154701,0.016548415,1658
HVO_1145 [D4GWA5] (rps1e) 30S ribosomal protein S1e,0.190644005,0.689081797,-0.738302159,0.000244843,-0.795788437,0.000241787,1659
HVO_1144 [D4GWA4] (hcpD) halocyanin,0.493074902,0.660176149,0.830835037,0.000244843,0.775898954,0.32447972,1660
HVO_1142 [D4GW99] conserved hypothetical protein,-0.532024864,0.266236551,0.549707746,0.139960249,0.382760585,0.264734867,1661
HVO_1141 [D4GW97] PadR family transcription regulator,-0.885086777,0.669501178,0.212545223,0.377335478,0.407238039,0.356216191,1662
HVO_1140 [D4GW94] (acd2) acyl-CoA dehydrogenase,-0.409498484,0.037171726,-2.808563588,0.000244843,-3.122053998,0.000241787,1663
HVO_1139 [D4GW93] (fdfT) squalene synthase,0.188486179,0.782951121,-0.572684413,0.086629387,-0.479767632,0.259767281,1664
HVO_1138 [D4GW92] (coxC1) cox-type terminal oxidase subunit III,1.566390602,0.56450666,-0.562888531,0.401550467,0.039863439,0.385777765,1665
HVO_1137 [D4GW91] (pchA1) ion channel pore / TrkA domain protein,-1.550838021,0.613497092,-0.01009858,1,3.693853739,1,1666
HVO_1135 [D4GW87] homolog to S-adenosylmethionine-dependent methyltransferase,0.274823975,0.693929436,-0.430265336,0.407662557,0.25099129,0.361832171,1667
HVO_1134 [D4GW86] conserved hypothetical protein,0.362282718,0.013119053,0.209097354,0.235141647,-0.201850102,0.348141175,1668
HVO_1133 [D4GW85] HTH domain protein,-0.029764733,0.88222629,0.849427482,0.000244843,0.738088933,0.000241787,1669
HVO_1132 [D4GW83] (purA) adenylosuccinate synthase,-0.096074621,0.872847911,0.453826883,0.000244843,0.383886082,0.002662976,1670
HVO_1131 [D4GW82] (trm112) methyltransferase activator Trm112,-0.738298993,0.110392775,1.679367512,0.000244843,1.55382367,0.000241787,1671
HVO_1130 [D4GW80] conserved hypothetical protein,0.902339929,0.009041465,-0.140422994,0.509105588,-0.326094208,0.443382723,1672
HVO_1129 [D4GW79] conserved hypothetical protein,0.048518398,0.84658536,-0.458877616,0.094988633,-0.559136287,0.007032164,1673
HVO_1128 [D4GW77] (cbiX2) sirohydrochlorin cobaltochelatase,0.072570136,0.801786184,1.203211935,0.000734904,1.070114198,0.000241787,1674
HVO_1127 [D4GW75] conserved hypothetical protein,-0.30678385,0.646328172,0.238319731,0.465420186,0.306865205,0.456630434,1675
HVO_1126 [D4GW74] (hemAT2) transducer protein HemAT,-0.22335674,0.722311527,1.570705268,0.02421032,0.308247144,0.423071056,1676
HVO_1125 [D4GW72] (cysS) cysteine--tRNA ligase,-0.065038889,0.894814491,0.121878407,0.612485934,-0.274736668,0.22860062,1677
HVO_1124 [D4GW71] DUF357 family protein,-0.453155282,0.695629018,2.463759155,0.078577763,2.759510636,0.014835341,1678
HVO_1123 [D4GW69] (trxB3) thioredoxin-disulfide reductase,0.593129946,0.005764968,1.288532636,0.000244843,1.483758146,0.000241787,1679
HVO_1121 [D4GW66] (ahbC) Fe-coproporphyrin synthase AhbC,-0.123319935,0.80980658,-2.38042514,0.000244843,-2.865351049,0.000241787,1680
HVO_1120 [D4GW62] TIGR04031 family protein,-0.62269337,0.244265011,-0.851729234,0.036223536,-1.124177452,0.000241787,1681
HVO_1119 [D4GW60] (hcpC) halocyanin,-0.577088468,0.636884515,0.87407809,0.316560083,0.819611394,0.33518836,1682
HVO_1118 [D4GW58] small CPxCG-related zinc finger protein,-0.253174484,0.787387223,-0.011343399,0.390990439,-0.21741933,0.377227199,1683
HVO_1117 [D4GW56] (boa2) HTH-10 family transcription regulator,0.354070942,0.19691514,-0.235505036,0.429731812,-0.299612799,0.39405752,1684
HVO_1116 [D4GW55] HTH domain protein,0,1,0,1,0,1,1685
"HVO_1113 [D4GW48] (cetZ3) FtsZ family protein CetZ, type III<|>HVO_2204 [D4GVD7] (cetZ1) FtsZ family protein CetZ, type III",0.019430788,0.72338069,0.65079385,0.403478059,0.210049221,0.42242029,1686
"HVO_1113 [D4GW48] (cetZ3) FtsZ family protein CetZ, type III",0.318442373,0.72123996,1.063832359,0.168068256,0.570752068,0.348450949,1687
HVO_1112 [D4GW46] (btuD) ABC-type transport system ATP-binding protein (probable substrate cobalamin)<|>HVO_1371 [D4GXS1] (proB) glutamate 5-kinase,2.913031629,1,0.056254765,0.391309406,4.736434605,1,1688
HVO_1112 [D4GW46] (btuD) ABC-type transport system ATP-binding protein (probable substrate cobalamin),0.396678898,0.662296872,-1.237762056,0.279604934,-1.183848631,0.072812416,1689
HVO_1110 [D4GW42] (btuF) ABC-type transport system periplasmic substrate-binding protein (probable substrate cobalamin),0.661777638,0.000825727,1.187727268,0.000244843,1.525462351,0.000241787,1690
HVO_1109 [D4GW40] (srp19) signal recognition particle 19K protein,0.088812606,0.825839356,0.532073975,0.145375952,0.794105155,0.033057371,1691
HVO_1108 [D4GW39] (gar1) tRNA/rRNA pseudouridine synthase complex protein Gar1,0.24390674,0.699852346,0.391409621,0.354110463,0.72350683,0.134709794,1692
HVO_1107 [D4GW37] DUF1119 family protein,0.162867209,0.663806261,0.38812285,0.378600728,0.572214559,0.336417127,1693
HVO_1105 [D4GW35] MiaB-like tRNA modifying enzyme,-0.278643322,0.273797052,0.880273136,0.000244843,0.833766384,0.000241787,1694
HVO_1103 [D4GW31] conserved hypothetical protein,1.620239843,0.000825727,0.367959686,0.400266707,1.52597846,0.204818682,1695
HVO_1102 [D4GW30] DUF88 family protein,0.638992475,0.603777035,-0.754222168,0.017250001,-0.691827781,0.025147008,1696
HVO_1101 [D4GW28] (dapA) 4-hydroxy-tetrahydrodipicolinate synthase,0.64501976,0.262719523,0.983769224,0.003187405,1.144480352,0.000241867,1697
HVO_1100 [D4GW26] (dapB) 4-hydroxy-tetrahydrodipicolinate reductase,0.667739554,0.071973804,0.039064586,0.532960062,0.226528831,0.457961462,1698
"HVO_1099 [D4GW24] (dapD) 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",0.234855928,0.710115955,0.126516295,0.586753597,0.486164755,0.056567656,1699
HVO_1098 [D4GW22] (lysA) diaminopimelate decarboxylase,0.785060348,0.302690526,-0.332823358,0.427119528,-0.06330518,0.554415566,1700
HVO_1097 [D4GW20] (dapF) diaminopimelate epimerase,0.315779295,0.437317516,1.206827724,0.000244843,1.4876153,0.000241787,1701
HVO_1095 [D4GW17] probable secreted glycoprotein,0.396623736,0.738101169,-1.083469394,0.227665642,-0.271017122,0.387684469,1702
HVO_1094 [D4GW15] (rnp3) ribonuclease P protein component 3,-0.279263069,0.712033488,-0.64700129,0.072633252,-0.738500961,0.019981194,1703
HVO_1093 [D4GW13] probable S-adenosylmethionine-dependent methyltransferase,-0.161379131,0.737583275,0.925257717,0.000979959,0.870548046,0.000967734,1704
HVO_1092 [D4GW12] (rnp2) ribonuclease P protein component 2,0.187073271,0.767434229,-1.403124141,0.085067458,-1.236201517,0.088478696,1705
HVO_1091 [Q9V2V6] (psmA1) proteasome alpha subunit,-0.073205008,0.912022286,-0.106670567,0.666660132,-0.26168889,0.203415503,1706
HVO_1090 [D4GW09] (tfeB) transcription initiation factor TFE beta subunit,-0.056023624,0.817030411,1.836293623,0.000979959,1.520373506,0.000241787,1707
HVO_1089 [D4GW07] NRDE domain protein,0.052422621,0.692508611,-0.078023371,0.42125746,0.155844216,0.385460215,1708
"HVO_1088 [D4GW05] (folCP) folylpolyglutamate synthase / 7,8-dihydropteroate reductase / dihydropteroate synthase",0.383216024,0.113990144,-0.822217298,0.000244843,-0.938680628,0.000241787,1709
HVO_1087 [D4GW02] UspA domain protein,-0.145313131,0.798626886,0.279731493,0.426467124,0.467705195,0.140062524,1710
HVO_1085 [D4GVT4] (purNH) phosphoribosylglycinamide formyltransferase / phosphoribosylaminoimidazolecarboxamide formyltransferase,0.290085729,0.460354357,-1.122585945,0.000244843,-1.178495727,0.000241787,1711
HVO_1084 [D4GVT3] (purB) adenylosuccinate lyase,-0.030408389,0.842313117,-1.062676465,0.000244843,-0.932569709,0.000241787,1712
HVO_1083 [D4GVT2] (gdh) glucose 1-dehydrogenase,-0.063492572,0.841699201,-1.577105005,0.000244843,-1.562607917,0.000241787,1713
HVO_1082 [Q8NKQ2] (pyrE1) homolog to orotate phosphoribosyltransferase,-0.036709995,0.912022286,0.602913328,0.000244843,0.606744824,0.000241787,1714
HVO_1081 [D4GVS8] (grx3) glutaredoxin,-0.443381475,0.721508078,1.67311612,0.000244843,1.693748198,0.000241787,1715
HVO_1080 [D4GVS6] conserved hypothetical protein,0.144108655,0.820274291,0.097947084,0.586393966,-0.125942943,0.534018662,1716
HVO_1079 [D4GVS4] homolog to sulfate adenylyltransferase small subunit,-0.267235783,0.544149696,-0.083126956,0.709023051,-0.093415175,0.671831029,1717
HVO_1077 [D4GVS2] (dph6) diphthine--ammonia ligase,-0.34826459,0.745037198,0.636836822,0.0741816,0.753275597,0.023422845,1718
HVO_1076 [D4GVS0] (graD1) sugar nucleotidyltransferase,0.520832875,0.394830112,-0.332523077,0.107619654,-0.339430313,0.063904423,1719
HVO_1075 [D4GVR8] HTH domain protein,0.30380192,0.652529159,0.755459682,0.004906741,0.867790387,0.001451867,1720
HVO_1074 [D4GVR6] conserved hypothetical protein,0.645161728,0.651603776,-0.356170438,0.391947534,0.099107674,0.422095011,1721
HVO_1073 [D4GVR4] ThiJ/PfpI domain protein,0.078435197,0.840879239,-1.849903571,0.000244843,-1.766465646,0.000241787,1722
"HVO_1072 [D4GVR1] (apt1) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",-0.027008704,0.863050885,1.845157807,0.000244843,2.022314583,0.000241787,1723
HVO_1071 [D4GVR0] conserved hypothetical protein,0.130000413,0.763776526,0.44823809,0.41088892,0.338655408,0.42046965,1724
HVO_1070 [D4GVQ8] ArsR family transcription regulator,0,1,0,1,0,1,1725
HVO_1069 [D4GVQ7] (mrpA) Mrp-type sodium/proton antiporter system subunit A,0,1,0,1,0,1,1726
HVO_1066 [D4GVQ1] (mrpD1) Mrp-type sodium/proton antiporter system subunit D1,0.609940379,0.631455817,-0.667957422,0.406051829,-0.456992612,0.403988884,1727
HVO_1065 [D4GVQ0] (mrpE) Mrp-type sodium/proton antiporter system subunit E,0.425030674,0.678949129,-0.93879764,0.314432921,-1.136921335,0.30118962,1728
HVO_1063 [D4GVP6] (mrpG) Mrp-type sodium/proton antiporter system subunit G,0.434745238,0.720971692,-0.145414894,0.450453712,0.356817167,0.410430754,1729
HVO_1062 [D4GVP4] (coaBC) phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase,0.303827897,0.444498227,-1.560659234,0.000244843,-1.372291596,0.000241787,1730
HVO_1061 [D4GVP3] (trxB2) oxidoreductase (homolog to thioredoxin-disulfide reductase),0.0327923,0.925019933,-0.860912236,0.000244843,-0.559012995,0.000483779,1731
HVO_1058 [D4GVN7] (trkA2) TrkA domain protein,-0.024589581,0.829228179,0.27817898,0.443187059,0.060609961,0.558313522,1732
HVO_1057 [D4GVN5] (trkH2) Trk-type transport system (probable substrate potassium),1.289400917,0.49744734,-0.699257743,0.000244843,-1.438109275,0.339801469,1733
HVO_1055 [D4GVN2] (trkA1) TrkA domain protein,-0.874709214,0.003299131,1.297378945,0.000244843,0.710922298,0.013124473,1734
HVO_1054 [D4GVN0] (gatA) aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A,-0.101972913,0.858946997,-0.672814718,0.000244843,-0.698127152,0.000241787,1735
HVO_1053 [D4GVM9] (gatC) aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,-0.602491393,0.058231863,1.382448402,0.000244843,1.237703124,0.000241787,1736
HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB,5.781773056,1,0.559699309,0.333376161,1.367705566,0.280627636,1737
HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB,0.67204539,0.026034323,0.611804512,0.373545826,1.245532234,0.290425681,1738
