"Protein.ID","H26_vs_DksgA_PEP","H26_vs_DksgA_KsgA_PEP","H26_vs_DksgA_ksgA_E84A_PEP"
"1554","HVO_1313 [D4GXG6] probable S-adenosylmethionine-dependent methyltransferase",0.883891187,0.002696558,0.000241787
"1555","HVO_1312 [D4GXG3] (tyrA) prephenate dehydrogenase",0.698729687,0.461415539,0.48279329
"1556","HVO_1311 [D4GXG1] probable oxidoreductase (short-chain dehydrogenase family)",0.000825727,0.000244843,0.000241787
"1557","HVO_1310 [D4GXG0] conserved hypothetical protein",0.665611606,0.375755346,1
"1558","HVO_1309 [D4GXF6] peptidase M24 family protein (homolog to Xaa-Pro dipeptidase)",0.414328061,0.000244843,0.000241787
"1559","HVO_1308 [D4GXF5] (aroA) 3-phosphoshikimate 1-carboxyvinyltransferase",0.48254999,0.455427125,0.473014666
"1560","HVO_1307 [D4GXF4] conserved hypothetical protein",1,1,1
"1561","HVO_1306 [D4GXF2] (aroC) chorismate synthase",0.004943831,0.000244843,0.000725734
"1562","HVO_1305 [D4GXF1] (porA) pyruvate--ferredoxin oxidoreductase alpha subunit",0.601743744,0.000244843,0.000241787
"1563","HVO_1304 [D4GXE9] (porB) pyruvate--ferredoxin oxidoreductase beta subunit",0.868267127,0.000489893,0.009465731
"1564","HVO_1303 [D4GXE8] Lrp/AsnC family transcription regulator",0.774423256,0.182466025,0.309012827
"1565","HVO_1302 [D4GXE6] (polY) DNA-directed DNA polymerase Y",0.737842293,0.118497196,0.027860916
"1566","HVO_1301 [D4GXE5] DUF87 domain protein",0.561956534,0.000244843,0.292810861
"1567","HVO_1300 [D4GXE4] (tpiA1) triosephosphate isomerase",0.726573847,0.586753597,0.602555898
"1568","HVO_1299 [D4GXE3] cro/C1 family transcription regulator",0.77033934,0.000244843,0.000241787
"1569","HVO_1296 [D4GXD8] (adk2) probable adenylate kinase",0.777283916,0.062609942,0.029838137
"1570","HVO_1295 [P17736] (hisC) histidinol-phosphate aminotransferase",0.902635364,0.000244843,0.000241787
"1571","HVO_1294 [D4GXD4] GMC family oxidoreductase",0.81984319,0.079095853,0.053795136
"1572","HVO_1293 [D4GXD3] LacC domain protein",0.712579957,0.41088892,0.329977386
"1573","HVO_1291 [D4GXD0] fumarylacetoacetase family protein",0.805145996,0.546246132,0.58731192
"1574","HVO_1290 [D4GXC7] metal-dependent hydrolase domain protein",0.700132608,0.24236537,0.236329382
"1575","HVO_1289 [D4GXC5] OsmC domain protein",0.760336,0.354422029,0.111662983
"1576","HVO_1287 [D4GXB9] (pfpI) protein deglycase PfpI",0.140105464,0.005152535,0.000725734
"1577","HVO_1286 [D4GXB7] HAD superfamily hydrolase",0.796583823,0.171378338,0.297592875
"1578","HVO_1284 [D4GXB4] (arfA) GTP cyclohydrolase 3",0.000825727,0.715215706,0.000241787
"1579","HVO_1283 [D4GXB2] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase / threonine 3-dehydrogenase)",0.724979949,0.329691587,0.398214394
"1580","HVO_1282 [D4GXB0] PtpS family protein",0.581331165,0.503281217,0.511467061
"1581","HVO_1281 [D4GXA9] probable glycosyltransferase, type 1",0.564870011,0.390671536,0.413985404
"1582","HVO_1279 [P15093] (hdrA) dihydrofolate reductase",0.536561051,0.069026988,0.270894816
"1583","HVO_1276 [D4GXA0] small CPxCG-related zinc finger protein",0.669799136,0.353176137,0.175089444
"1584","HVO_1274 [D4GX95] conserved hypothetical protein",0.466841216,0.34448264,0.323870123
"1585","HVO_1273 [D4GX92] (guaB1) inosine-5'-monophosphate dehydrogenase",0.751116999,0.730012008,0.788386697
"1586","HVO_1272 [D4GX90] TrmB family transcription regulator",0.762059501,0.000244843,0.000967734
"1587","HVO_1271 [D4GX88] receiver box response regulator",0.795900686,0.099975127,0.018263698
"1588","HVO_1268 [D4GX84] conserved hypothetical protein",0.477500163,0.000244843,0.000241787
"1589","HVO_1266 [D4GX81] (aspC2) pyridoxal phosphate-dependent aminotransferase",0.655601728,0.11424253,0.115872738
"1590","HVO_1265 [D4GX80] Lrp/AsnC family transcription regulator",0.749099241,0.004169622,0.132307776
"1591","HVO_1264 [D4GX79] DUF304 domain protein",0.285840339,0.378917199,0.448006523
"1592","HVO_1263 [D4GX77] DUF304 domain protein",0.644766167,0.37543951,0.341650717
"1593","HVO_1262 [D4GX73] (nhaC2) probable NhaC-type sodium/proton antiporter",0.633698018,0.369450655,0.447675793
"1594","HVO_1261 [D4GX72] conserved hypothetical protein",0.653452871,1,1
"1595","HVO_1260 [D4GX70] von Willebrand factor type A domain protein<|>HVO_1655 [D4GZM0] (trxA7) thioredoxin",0.66591187,0.279604934,0.395335348
"1596","HVO_1260 [D4GX70] von Willebrand factor type A domain protein",0.635612257,0.383989407,0.264149563
"1597","HVO_1257 [D4GX65] (moxR2) AAA-type ATPase (MoxR subfamily)",0.780834315,0.493733115,0.50424942
"1598","HVO_1252 [D4GX57] conserved hypothetical protein",0.74171048,0.003187405,0.011171889
"1599","HVO_1250 [D4GX53] redoxin domain protein",0.800660479,0.043279079,0.013857432
"1600","HVO_1249 [D4GX52] DUF54 family protein",0.789241898,0.513229406,0.454303883
"1601","HVO_1248 [D4GX51] DUF1918 family protein",0.738618491,0.013040988,0.000725734
"1602","HVO_1247 [D4GX50] NUDIX family hydrolase",0.699291339,1,1
"1603","HVO_1245 [D4GX47] thioredoxin domain protein",0.72763348,0.301731279,0.593464821
"1604","HVO_1244 [D4GX46] (trxA4) thioredoxin",0.689940737,0.186366494,0.168232583
"1605","HVO_1242 [D4GX43] conserved hypothetical protein",0.80737156,0.342007668,0.118246384
"1606","HVO_1241 [D4GX39] (prrC) SCO1/SenC/PrrC family protein",0.767677033,0.104715216,0.042012773
"1607","HVO_1240 [D4GX36] conserved hypothetical protein",0.003299131,0.549056833,0.592377312
"1608","HVO_1238 [D4GX33] probable oxidoreductase (aldo-keto reductase family protein)",0.432332007,0.356604734,0.000241787
"1609","HVO_1236 [D4GX28] (acs3) acyl-CoA synthetase",0.574948267,0.000244843,0.000241787
"1610","HVO_1235 [D4GX27] (cre2) creatininase domain protein",0.590421345,0.000489893,0.046262577
"1611","HVO_1232 [D4GX18] putative AhpD family alkylhydroperoxidase",0.694213109,0.161196128,1
"1612","HVO_1228 [D4GX08] (hcpE) DUF5059 domain / halocyanin domain protein",0.004943831,0.063378455,0.000241787
"1613","HVO_1227 [D4GX06] (uraA1) xanthine/uracil permease family transport protein",0.010674897,0.296019606,0.379123151
"1614","HVO_1225 [D4GX03] (cheW1) purine-binding taxis protein CheW",0.700132608,0.000979959,0.101976949
"1615","HVO_1223 [D4GWZ9] (cheA) taxis sensor histidine kinase CheA",0.71285296,0.000244925,0.072812416
"1616","HVO_1222 [D4GWZ8] (cheR) protein-glutamate O-methyltransferase CheR",0.681283468,0.419632922,0.398534625
"1617","HVO_1212 [D4GWY5] (cirA) KaiC-type circadian clock protein CirA",0.812008418,0.046566942,0.003632661
"1618","HVO_1211 [D4GWY2] (arlA2) archaellin A2",0.008223547,0.320823222,0.188348807
"1619","HVO_1210 [D4GWY0] (arlA1) archaellin A1",0.16132285,0.129457301,0.344119949
"1620","HVO_1209 [D4GWX9] HTH domain protein",0.66501054,0.030204041,0.031322975
"1621","HVO_1207 [D4GWX6] (cheY) response regulator CheY",0.707915125,0.101290249,0.20538034
"1622","HVO_1206 [D4GWX3] (cheC) taxis cluster protein CheC",0.631134715,0.211972965,0.303592341
"1623","HVO_1200 [D4GWW3] (arlD2) arl cluster protein ArlD",0.668008738,1,0.354348859
"1624","HVO_1199 [D4GWW2] (acd3) acyl-CoA dehydrogenase",0.332544696,0.000244843,0.000241787
"1625","HVO_1198 [D4GWW0] UspA domain protein",0.837583209,0.009584277,0.006059987
"1626","HVO_1197 [D4GWV9] RIO-type protein kinase domain protein",0.68735942,0.374492383,0.396294424
"1627","HVO_1191 [D4GWU9] (fadM2) proline dehydrogenase",0.792009441,0.000244843,0.000241787
"1628","HVO_1190 [D4GWU8] (boa3) HTH-10 family transcription regulator",0.751368601,0.479177951,0.493654961
"1629","HVO_1189 [D4GWU7] (aldH2) aldehyde dehydrogenase",0.002475567,0.000244843,0.000241787
"1630","HVO_1187 [D4GWU2] START domain protein",0.351392636,0.073665297,0.295797795
"1631","HVO_1186 [D4GWU1] HTH domain protein",0.653145152,0.356916798,0.370924503
"1632","HVO_1184 [D4GWT9] DUF1511 family protein",0.76475479,0.034716237,0.015324566
"1633","HVO_1181 [D4GWT4] (phoU1) PhoU domain protein",0.000825727,0.000244843,0.021946763
"1634","HVO_1180 [D4GWT2] AhpD family protein",0.652220884,0.320518321,0.317787897
"1635","HVO_1179 [D4GWT0] homolog to NAD kinase",0.771062717,0.110529967,0.209881596
"1636","HVO_1177 [D4GWS8] ADP-ribose pyrophosphatase",0.812227986,0.000244843,0.000241787
"1637","HVO_1176 [D4GWS7] conserved hypothetical protein",0.286976538,0.32387554,0.361207135
"1638","HVO_1175 [D4GWS6] DUF2110 family protein",0.817681153,0.12597315,0.000967734
"1639","HVO_1174 [D4GWS5] (tfeA) transcription initiation factor TFE alpha subunit",0.553123705,0.000244843,0.000241787
"1640","HVO_1173 [D4GWS4] (trm56) tRNA (cytidine(56)-2'-O)-methyltransferase",0.815943646,0.344173054,0.272659598
"1641","HVO_1172 [D4GWS3] GalE family epimerase/dehydratase<|>HVO_1978 [D4GTK7] (rnhB) ribonuclease H, type 2",0.709566686,0.319908701,0.2782622
"1642","HVO_1172 [D4GWS3] GalE family epimerase/dehydratase",0.588337037,0.000244843,0.000725734
"1643","HVO_1171 [D4GWS2] DUF2797 family protein",0.6233686,1,0.411399384
"1644","HVO_1170 [D4GWS1] glycine-rich protein",0.095836067,0.333376161,0.458294398
"1645","HVO_1169 [D4GWS0] probable glycosyltransferase, type 1",0.737583275,0.084547194,0.126453626
"1646","HVO_1168 [D4GWR9] probable glycosyltransferase, type 1",0.118285224,0.001225057,0.009465731
"1647","HVO_1166 [D4GWD2] CRM domain protein",0.808922699,0.005644252,0.001936178
"1648","HVO_1165 [D4GWD1] (mscS1) mechanosensitive channel protein MscS",0.005764968,0.062866067,0.135778693
"1649","HVO_1164 [D4GWD0] HD family hydrolase",0.867113755,0.495774444,0.725955846
"1650","HVO_1163 [D4GWC9] (bcp3) peroxiredoxin",0.598679306,0.027953384,0.00290533
"1651","HVO_1162 [D4GWC8] (tatAt) Sec-independent protein translocase protein TatAt",0.727368794,0.453104289,0.450986288
"1652","HVO_1158 [D4GWC5] conserved hypothetical protein",1,1,1
"1653","HVO_1153 [D4GWB7] probable secreted glycoprotein",0.632417941,0.355980793,0.372182938
"1654","HVO_1150 [D4GWB4] IS200-type transposase HfIRS11",0.499894149,0.334298674,0.405275083
"1655","HVO_1148 [D4GWB2] (rps15) 30S ribosomal protein S15",0.930292381,0.000244843,0.000241787
"1656","HVO_1147 [D4GWB0] (recJ2) probable replication complex protein RecJ2",0.065895206,0.320213481,0.444372372
"1657","HVO_1146 [D4GWA8] conserved hypothetical protein",0.390955156,0.037229303,0.016548415
"1658","HVO_1145 [D4GWA5] (rps1e) 30S ribosomal protein S1e",0.689081797,0.000244843,0.000241787
"1659","HVO_1144 [D4GWA4] (hcpD) halocyanin",0.660176149,0.000244843,0.32447972
"1660","HVO_1142 [D4GW99] conserved hypothetical protein",0.266236551,0.139960249,0.264734867
"1661","HVO_1141 [D4GW97] PadR family transcription regulator",0.669501178,0.377335478,0.356216191
"1662","HVO_1140 [D4GW94] (acd2) acyl-CoA dehydrogenase",0.037171726,0.000244843,0.000241787
"1663","HVO_1139 [D4GW93] (fdfT) squalene synthase",0.782951121,0.086629387,0.259767281
"1664","HVO_1138 [D4GW92] (coxC1) cox-type terminal oxidase subunit III",0.56450666,0.401550467,0.385777765
"1665","HVO_1137 [D4GW91] (pchA1) ion channel pore / TrkA domain protein",0.613497092,1,1
"1666","HVO_1135 [D4GW87] homolog to S-adenosylmethionine-dependent methyltransferase",0.693929436,0.407662557,0.361832171
"1667","HVO_1134 [D4GW86] conserved hypothetical protein",0.013119053,0.235141647,0.348141175
"1668","HVO_1133 [D4GW85] HTH domain protein",0.88222629,0.000244843,0.000241787
"1669","HVO_1132 [D4GW83] (purA) adenylosuccinate synthase",0.872847911,0.000244843,0.002662976
"1670","HVO_1131 [D4GW82] (trm112) methyltransferase activator Trm112",0.110392775,0.000244843,0.000241787
"1671","HVO_1130 [D4GW80] conserved hypothetical protein",0.009041465,0.509105588,0.443382723
"1672","HVO_1129 [D4GW79] conserved hypothetical protein",0.84658536,0.094988633,0.007032164
"1673","HVO_1128 [D4GW77] (cbiX2) sirohydrochlorin cobaltochelatase",0.801786184,0.000734904,0.000241787
"1674","HVO_1127 [D4GW75] conserved hypothetical protein",0.646328172,0.465420186,0.456630434
"1675","HVO_1126 [D4GW74] (hemAT2) transducer protein HemAT",0.722311527,0.02421032,0.423071056
"1676","HVO_1125 [D4GW72] (cysS) cysteine--tRNA ligase",0.894814491,0.612485934,0.22860062
"1677","HVO_1124 [D4GW71] DUF357 family protein",0.695629018,0.078577763,0.014835341
"1678","HVO_1123 [D4GW69] (trxB3) thioredoxin-disulfide reductase",0.005764968,0.000244843,0.000241787
"1679","HVO_1121 [D4GW66] (ahbC) Fe-coproporphyrin synthase AhbC",0.80980658,0.000244843,0.000241787
"1680","HVO_1120 [D4GW62] TIGR04031 family protein",0.244265011,0.036223536,0.000241787
"1681","HVO_1119 [D4GW60] (hcpC) halocyanin",0.636884515,0.316560083,0.33518836
"1682","HVO_1118 [D4GW58] small CPxCG-related zinc finger protein",0.787387223,0.390990439,0.377227199
"1683","HVO_1117 [D4GW56] (boa2) HTH-10 family transcription regulator",0.19691514,0.429731812,0.39405752
"1684","HVO_1116 [D4GW55] HTH domain protein",1,1,1
"1685","HVO_1113 [D4GW48] (cetZ3) FtsZ family protein CetZ, type III<|>HVO_2204 [D4GVD7] (cetZ1) FtsZ family protein CetZ, type III",0.72338069,0.403478059,0.42242029
"1686","HVO_1113 [D4GW48] (cetZ3) FtsZ family protein CetZ, type III",0.72123996,0.168068256,0.348450949
"1687","HVO_1112 [D4GW46] (btuD) ABC-type transport system ATP-binding protein (probable substrate cobalamin)<|>HVO_1371 [D4GXS1] (proB) glutamate 5-kinase",1,0.391309406,1
"1688","HVO_1112 [D4GW46] (btuD) ABC-type transport system ATP-binding protein (probable substrate cobalamin)",0.662296872,0.279604934,0.072812416
"1689","HVO_1110 [D4GW42] (btuF) ABC-type transport system periplasmic substrate-binding protein (probable substrate cobalamin)",0.000825727,0.000244843,0.000241787
"1690","HVO_1109 [D4GW40] (srp19) signal recognition particle 19K protein",0.825839356,0.145375952,0.033057371
"1691","HVO_1108 [D4GW39] (gar1) tRNA/rRNA pseudouridine synthase complex protein Gar1",0.699852346,0.354110463,0.134709794
"1692","HVO_1107 [D4GW37] DUF1119 family protein",0.663806261,0.378600728,0.336417127
"1693","HVO_1105 [D4GW35] MiaB-like tRNA modifying enzyme",0.273797052,0.000244843,0.000241787
"1694","HVO_1103 [D4GW31] conserved hypothetical protein",0.000825727,0.400266707,0.204818682
"1695","HVO_1102 [D4GW30] DUF88 family protein",0.603777035,0.017250001,0.025147008
"1696","HVO_1101 [D4GW28] (dapA) 4-hydroxy-tetrahydrodipicolinate synthase",0.262719523,0.003187405,0.000241867
"1697","HVO_1100 [D4GW26] (dapB) 4-hydroxy-tetrahydrodipicolinate reductase",0.071973804,0.532960062,0.457961462
"1698","HVO_1099 [D4GW24] (dapD) 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",0.710115955,0.586753597,0.056567656
"1699","HVO_1098 [D4GW22] (lysA) diaminopimelate decarboxylase",0.302690526,0.427119528,0.554415566
"1700","HVO_1097 [D4GW20] (dapF) diaminopimelate epimerase",0.437317516,0.000244843,0.000241787
"1701","HVO_1095 [D4GW17] probable secreted glycoprotein",0.738101169,0.227665642,0.387684469
"1702","HVO_1094 [D4GW15] (rnp3) ribonuclease P protein component 3",0.712033488,0.072633252,0.019981194
"1703","HVO_1093 [D4GW13] probable S-adenosylmethionine-dependent methyltransferase",0.737583275,0.000979959,0.000967734
"1704","HVO_1092 [D4GW12] (rnp2) ribonuclease P protein component 2",0.767434229,0.085067458,0.088478696
"1705","HVO_1091 [Q9V2V6] (psmA1) proteasome alpha subunit",0.912022286,0.666660132,0.203415503
"1706","HVO_1090 [D4GW09] (tfeB) transcription initiation factor TFE beta subunit",0.817030411,0.000979959,0.000241787
"1707","HVO_1089 [D4GW07] NRDE domain protein",0.692508611,0.42125746,0.385460215
"1708","HVO_1088 [D4GW05] (folCP) folylpolyglutamate synthase / 7,8-dihydropteroate reductase / dihydropteroate synthase",0.113990144,0.000244843,0.000241787
"1709","HVO_1087 [D4GW02] UspA domain protein",0.798626886,0.426467124,0.140062524
"1710","HVO_1085 [D4GVT4] (purNH) phosphoribosylglycinamide formyltransferase / phosphoribosylaminoimidazolecarboxamide formyltransferase",0.460354357,0.000244843,0.000241787
"1711","HVO_1084 [D4GVT3] (purB) adenylosuccinate lyase",0.842313117,0.000244843,0.000241787
"1712","HVO_1083 [D4GVT2] (gdh) glucose 1-dehydrogenase",0.841699201,0.000244843,0.000241787
"1713","HVO_1082 [Q8NKQ2] (pyrE1) homolog to orotate phosphoribosyltransferase",0.912022286,0.000244843,0.000241787
"1714","HVO_1081 [D4GVS8] (grx3) glutaredoxin",0.721508078,0.000244843,0.000241787
"1715","HVO_1080 [D4GVS6] conserved hypothetical protein",0.820274291,0.586393966,0.534018662
"1716","HVO_1079 [D4GVS4] homolog to sulfate adenylyltransferase small subunit",0.544149696,0.709023051,0.671831029
"1717","HVO_1077 [D4GVS2] (dph6) diphthine--ammonia ligase",0.745037198,0.0741816,0.023422845
"1718","HVO_1076 [D4GVS0] (graD1) sugar nucleotidyltransferase",0.394830112,0.107619654,0.063904423
"1719","HVO_1075 [D4GVR8] HTH domain protein",0.652529159,0.004906741,0.001451867
"1720","HVO_1074 [D4GVR6] conserved hypothetical protein",0.651603776,0.391947534,0.422095011
"1721","HVO_1073 [D4GVR4] ThiJ/PfpI domain protein",0.840879239,0.000244843,0.000241787
"1722","HVO_1072 [D4GVR1] (apt1) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",0.863050885,0.000244843,0.000241787
"1723","HVO_1071 [D4GVR0] conserved hypothetical protein",0.763776526,0.41088892,0.42046965
"1724","HVO_1070 [D4GVQ8] ArsR family transcription regulator",1,1,1
"1725","HVO_1069 [D4GVQ7] (mrpA) Mrp-type sodium/proton antiporter system subunit A",1,1,1
"1726","HVO_1066 [D4GVQ1] (mrpD1) Mrp-type sodium/proton antiporter system subunit D1",0.631455817,0.406051829,0.403988884
"1727","HVO_1065 [D4GVQ0] (mrpE) Mrp-type sodium/proton antiporter system subunit E",0.678949129,0.314432921,0.30118962
"1728","HVO_1063 [D4GVP6] (mrpG) Mrp-type sodium/proton antiporter system subunit G",0.720971692,0.450453712,0.410430754
"1729","HVO_1062 [D4GVP4] (coaBC) phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase",0.444498227,0.000244843,0.000241787
"1730","HVO_1061 [D4GVP3] (trxB2) oxidoreductase (homolog to thioredoxin-disulfide reductase)",0.925019933,0.000244843,0.000483779
"1731","HVO_1058 [D4GVN7] (trkA2) TrkA domain protein",0.829228179,0.443187059,0.558313522
"1732","HVO_1057 [D4GVN5] (trkH2) Trk-type transport system (probable substrate potassium)",0.49744734,0.000244843,0.339801469
"1733","HVO_1055 [D4GVN2] (trkA1) TrkA domain protein",0.003299131,0.000244843,0.013124473
"1734","HVO_1054 [D4GVN0] (gatA) aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A",0.858946997,0.000244843,0.000241787
"1735","HVO_1053 [D4GVM9] (gatC) aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C",0.058231863,0.000244843,0.000241787
"1736","HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB",1,0.333376161,0.280627636
"1737","HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB",0.026034323,0.373545826,0.290425681
"1738","HVO_1051 [D4GVM7] NUDIX family hydrolase",0.608156204,0.000244843,0.103804215
"1739","HVO_1050 [D4GVM6] (asnB) asparagine synthase (glutamine-hydrolyzing)",0.642885495,0.234565246,0.000241787
"1740","HVO_1049 [D4GVM5] PHP domain protein",0.229027552,0.151084183,0.549468237
"1741","HVO_1048 [D4GVM4] (purL) phosphoribosylformylglycinamidine synthase subunit PurL",0.878501343,0.000244843,0.000241787
"1742","HVO_1047 [D4GVM3] (qor2) NADPH:quinone reductase",0.35242425,0.000244843,0.000241787
"1743","HVO_1044 [D4GVM0] (hisF) imidazole glycerol-phosphate synthase subunit HisF",0.872088058,0.301129048,0.732254278
"1744","HVO_1043 [D4GVL9] DUF1684 family protein",0.879249126,0.000244843,0.000241787
"1745","HVO_1042 [D4GVL8] (rpoL) DNA-directed RNA polymerase subunit L",0.852613164,0.000244843,0.000241787
"1746","HVO_1041 [D4GVL7] beta-lactamase domain protein",0.604790798,0.000244843,0.000241787
"1747","HVO_1040 [D4GVL6] DnaJ domain protein",0.299910585,0.342316824,0.384507962
