"Protein.ID","H26_Exponential_vs_H26_Stationary_PEP","H26_Exponential_vs_HVABI_Exponential_PEP","H26_Exponential_vs_HVLON3_Exponential_PEP","H26_Stationary_vs_HVABI_Stationary_PEP","H26_Stationary_vs_HVLON3_Stationary_PEP"
"1095","HVO_1658 [D4GZM3] (yvoF) O-acetyltransferase (homolog to galactoside O-acetyltransferase)",0.692778137327917,0.726625607378292,0.907233127184727,0.0287935794057351,0.577209120989164
"1096","HVO_1657 [D4GZM2] (purD) phosphoribosylamine--glycine ligase",0.485989782833334,0.555248408303338,0.926971725911541,0.000375005859466593,0.586358317239684
"1097","HVO_1656 [D4GZM1] YyaL family protein",0.612132968778706,0.394716839029561,0.914426414789699,0.00337504878000194,0.10937980830575
"1098","HVO_1654 [D4GZL9] (cysK2) cysteine synthase",0.784269850582638,0.700467572123795,0.936177288454599,0.0022503146924453,0.0309408044115234
"1099","HVO_1651 [D4GZL6] (thiI) tRNA uracil 4-sulfurtransferase",1,1,0.903174734961593,1,1
"1100","HVO_1650 [D4GZ78] (ppk1) polyphosphate kinase",0.691012517929326,0.297167952254941,0.882514494964907,0.093918535105958,0.436489791178679
"1101","HVO_1649 [D4GZ77] (mat) S-adenosylmethionine synthase",0.263179440993153,0.760862757184258,0.0424628790184364,0.340343493987182,0.431956110508226
"1102","HVO_1648 [D4GZ76] adenylate cyclase domain protein",0.717477312861575,0.677534540955317,0.903529626920263,0.429007254678778,0.486542246110123
"1103","HVO_1637 [D4GZ66] (mtfK2) FKBP-type peptidylprolyl isomerase",0.745708154506438,0.266745447709083,0.954595209856952,0.465246562003975,0.681649653183234
"1104","HVO_1636 [D4GZ65] conserved hypothetical protein",0.675047066402329,0.674886483280599,0.894233855364947,0.375960061731492,0.000549208008736257
"1105","HVO_1631 [D4GZ60] (dph2) 2-(3-amino-3-carboxypropyl)histidine synthase",0.755211826889539,0.721024898623143,0.927780596257722,0.401710074891366,0.339063174386319
"1106","HVO_1629 [D4GZ58] conserved hypothetical protein",0.104886174992164,0.646983965385594,0.926245948924441,0.00974321780697973,0.188260551841211
"1107","HVO_1626 [D4GZ55] metal-dependent hydrolase domain protein",0.732795111364231,0.213140221314022,0.912734939169841,0.193439675704073,0.558316903719787
"1108","HVO_1625 [D4GZ54] conserved hypothetical protein",0.726960370471532,0.388875267084661,0.939560312809984,0.557979581500655,0.708623769139066
"1109","HVO_1624 [D4GZ52] conserved hypothetical protein",0.72400684413846,0.410509822827528,0.868143818391898,0.218865064472323,0.503644367297508
"1110","HVO_1623 [D4GZ53] conserved hypothetical protein",0.767804100027802,0.689708034283325,0.92117324030775,0.468280715088119,0.107869161028068
"1111","HVO_1616 [D4GZ45] UPF0361 family protein",0.683264334199528,0.638812534359538,1,0.461535211001346,0.524279770061811
"1112","HVO_1615 [D4GZ44] ribonuclease H domain protein",0.769936797947428,0.755911414991079,0.938864568100653,0.0138589809669215,0.560322650170359
"1113","HVO_1613 [D4GZ42] dolichyl-phosphate hexosyltransferase",0.128766069036285,0.0057971542070322,0.813413399848393,0.000375005859466593,0.134776919152602
"1114","HVO_1612 [D4GZ41] DUF3179 family protein",1,1,1,1,1
"1115","HVO_1610 [D4GZ39] DUF583 domain protein",0.723737131241075,0.645109769253401,0.927422088409467,0.000375005859466593,0.000549208008736257
"1116","HVO_1609 [D4GZ38] DUF4349 domain protein",0.744438052125993,0.343820819539576,0.91751269035533,0.00075023034416033,0.119403068746882
"1117","HVO_1605 [D4GZ34] (nhaC5) probable NhaC-type sodium/proton antiporter",0.723737131241075,0.000830360157312193,0.909695318415192,0.000375005859466593,0.491917406928615
"1118","HVO_1604 [D4GZ33] (aspC1) pyridoxal phosphate-dependent aminotransferase",0.553103747648676,0.691422762052544,0.922613488243203,0.405131758492577,0.719421663914727
"1119","HVO_1603 [D4GZ32] (ssuA) ABC-type transport system periplasmic substrate-binding protein (probable substrate nitrate/sulfonate/bicarbonate)",0.617145148700615,0.539478442560373,0.918016581212353,0.0766202177260192,0.00329278788395049
"1120","HVO_1602 [D4GZ31] (ssuC) ABC-type transport system permease protein (probable substrate nitrate/sulfonate/bicarbonate)",0.723197097008708,0.447219296925932,0.909805665176315,0.0806747994651112,0.486542246110123
"1121","HVO_1601 [D4GZ30] (ssuB) ABC-type transport system ATP-binding protein (probable substrate nitrate/sulfonate/bicarbonate)",0.683866020772177,0.00166044759098238,0.919214025241036,0.000375005859466593,0.273182924497635
"1122","HVO_1598 [D4GZ27] (rad25c) DNA repair helicase Rad25",0.752984482039273,1,0.943165697661327,0.456806987105572,0.512439493277727
"1123","HVO_1597 [D4GZ26] conserved hypothetical protein",0.728294863632773,0.683658858204548,0.901861857013533,0.457820620173092,0.603445182128118
"1124","HVO_1595 [D4GZ24] conserved hypothetical protein",0.74085698503061,0.640709817395929,0.890926393616632,0.463222590106266,0.016921405619498
"1125","HVO_1594 [D4GZ23] (cna) tRNA/rRNA cytosine-C5-methylase",0.78313666496977,0.730059694358716,0.933725803089441,0.479723564178599,0.594132934873534
"1126","HVO_1593 [D4GZ22] PAC2 family protein",0.765657821534523,0.733207497880689,0.922803672207784,0.442590739906241,0.572272462077013
"1127","HVO_1592 [Q1XBW3] (grpE) DnaJ/DnaK ATPase stimulator GrpE",0.77040889950019,0.101471029720805,0.878189257681313,0.0670219450326964,0.150443359431747
"1128","HVO_1591 [D4GZ20] alpha/beta hydrolase fold protein",0.017194670889051,0.396652206911438,0.874943170961514,0.000375005859466593,0.000549208008736257
"1129","HVO_1590 [Q1XBW2] (dnaK) Hsp70-type molecular chaperone DnaK",0.854765940634439,0.583749109052031,0.947160188751167,0.559628936585573,0.175947116946449
"1130","HVO_1589 [Q1XBW1] (dnaJ) molecular chaperone DnaJ",0.649619840850814,0.686548704450067,0.919510792870956,0.227782642161345,0.0777737544347852
"1131","HVO_1586 [D4GZ15] (gltP1) SDF family transport protein (probable substrate glutamate/aspartate)",0.00108681714262493,0.658696475623547,0.90666415673229,0.391085463984183,0.509984518031145
"1132","HVO_1585 [D4GZ14] (acs5) acyl-CoA synthetase",0.00108681714262493,0.683658858204548,0.909584836796483,0.000375005859466593,0.0131201647920788
"1133","HVO_1584 [D4GZ13] GNAT family acetyltransferase",0.700909099682491,0.692277877719476,0.915570752938849,0.454102785275049,0.551601658425969
"1134","HVO_1579 [D4GZ08] (udp1) uridine phosphorylase",0.692778137327917,0.716983491745873,0.913478941943234,0.560618239290024,0.661418810541551
"1135","HVO_1578 [D4GZ07] (ndh1) probable NADH dehydrogenase",0.00108645526383677,0.199737092825529,0.954470327751271,0.000375005859466593,0.000549208008736257
"1136","HVO_1577 [D4GZ06] DUF293 domain protein",0.669157016143101,0.682788588702059,0.933476363950525,0.535815659777045,0.535298046508892
"1137","HVO_1576 [D4GZ05] GalE family epimerase/dehydratase<|>HVO_2040 [D4GU54] GalE family epimerase/dehydratase",0.742652103432155,0.731898479656948,0.933393041085497,0.49012994324819,0.372792129156131
"1138","HVO_1576 [D4GZ05] GalE family epimerase/dehydratase",0.759136192929362,0.704650002771158,0.924309771151355,0.0108660736902458,0.13772999237319
"1139","HVO_1575 [D4GZ04] (rocF) arginase",0.719939758847332,0.710445130013222,0.921848418925467,0.483754867661352,0.551264702461226
"1140","HVO_1574 [D4GZ03] NUDIX family hydrolase",0.743928712655276,0.650711863273206,0.926337023172727,0.398628221826568,0.497620010675851
"1141","HVO_1573 [D4GZ02] (gyrA) DNA gyrase subunit A",0.837501000371285,0.000830360157312193,0.959176546383993,0.536478960020898,0.557312507104287
"1142","HVO_1572 [D4GZ01] (gyrB) DNA gyrase subunit B",0.787646136541804,0.508171569608432,0.871272101025601,0.000375005859466593,0.00274458244887266
"1143","HVO_1571 [D4GZ00] (top6B) DNA topoisomerase 6 subunit B",0.640317268091015,0.000830360157312193,0.958119632181117,0.184451876477869,0.719986451864063
"1144","HVO_1570 [D4GYZ9] (top6A) DNA topoisomerase 6 subunit A",0.688348428316957,0.567333723236842,0.921656060817192,0.568853388418923,0.575895099817824
"1145","HVO_1568 [D4GYZ7] alpha/beta hydrolase fold protein",0.779254450755805,0.765029404415239,0.932554922838873,0.245918275045057,0.142146041759802
"1146","HVO_1567 [D4GYZ6] metal-dependent hydrolase domain protein",0.577617226927017,0.745081181679567,0.924682078288063,0.0511023410638316,0.154328158503844
"1147","HVO_1565 [D4GYZ4] (ligA) DNA ligase (ATP)",0.764939355020734,0.0836767091440617,0.858381461877936,0.107489102442829,0.0600902080605268
"1148","HVO_1564 [D4GYZ3] UCP012666 family protein",0.72211458837867,0.550787788287062,0.895910780669145,0.000375005859466593,0.532554774620195
"1149","HVO_1563 [D4GYZ2] conserved hypothetical protein",0.763497832335894,0.221940674342366,0.89488223581538,0.000375005859466593,0.0941884297270992
"1150","HVO_1562 [D4GYZ1] (psmB) proteasome beta subunit",0.787422129721052,0.0738684717003364,0.904469464346639,0.311427299680877,0.142635712715874
"1151","HVO_1560 [D4GYY9] UPF0212 family protein",0.0830258302583026,0.616810589329471,0.900895418586456,1,0.561657562537425
"1152","HVO_1558 [D4GYY7] (cyc2) cytochrome P450",0.676275653926885,0.70520493457234,0.922327402080351,0.000375005859466593,0.512439493277727
"1153","HVO_1557 [D4GYY6] (purM) phosphoribosylformylglycinamidine cyclo-ligase",0.777642560112583,0.728213684324358,0.924774894570875,0.49381640153749,0.589929373714012
"1154","HVO_1554 [D4GYY3] (traB) TraB family protein",0.225681519380336,0.00662203463833511,0.917714599584876,0.000375005859466593,0.0158365034107256
"1155","HVO_1553 [D4GYY2] glycerate 2-kinase",0.750742641101809,0.0700636942675159,0.908472548719589,0.31631830585127,0.580159256199098
"1156","HVO_1552 [D4GYJ6] ArsR family transcription regulator",0.763015959563212,0.0253711006884644,0.926609640938294,0.000375005859466593,0.25731387577811
"1157","HVO_1550 [D4GYJ4] thioesterase domain protein",0.796700218622246,0.607811819369827,0.944832929264595,0.0358700830429787,0.520811701573701
"1158","HVO_1548 [D4GYJ2] conserved hypothetical protein",0.745961620095444,0.604439783254676,0.92998604136564,0.337564802400862,0.356260911421387
"1159","HVO_1547 [D4GYJ1] (ileS) isoleucine--tRNA ligase",0.798654260206148,0.0562149759519922,0.947713217033794,0.00300016875949272,0.706334204135958
"1160","HVO_1546 [D4GYJ0] (dhaK) phosphoenolpyruvate--dihydroxyacetone phosphotransferase subunit DhaK",0.00108645526383677,0.729269434342707,0.939251882775551,0.000375130856193229,0.46402260340694
"1161","HVO_1545 [D4GYI9] (dhaL) phosphoenolpyruvate--dihydroxyacetone phosphotransferase subunit DhaL",0.463482907435096,0.454305837618286,0.941983194192872,0.49214113600806,0.619607707937369
"1162","HVO_1544 [D4GYI8] (dhaM) probable phosphoenolpyruvate-protein phosphoryltransferase",0.531081885277179,0.685972091071241,0.876191412007468,0.000375005859466593,0.646260204419225
"1163","HVO_1542 [D4GYI6] conserved hypothetical protein",0.630449333309848,0.000830360157312193,0.918016581212353,0.000375005859466593,0.0553667049802367
"1164","HVO_1541 [D4GYI5] (glpK) glycerol kinase",0.784722033999855,0.834618335952059,0.87029377416847,0.0477631247531771,0.586358317239684
"1165","HVO_1540 [D4GYI4] (glpC1) glycerol-3-phosphate dehydrogenase subunit C<|>HVO_A0271 [D4GQU8] (glpC2) glycerol-3-phosphate dehydrogenase subunit C",0.697446115361122,0.646359995634178,0.908584392620025,0.475351995399246,0.468053962479663
"1166","HVO_1540 [D4GYI4] (glpC1) glycerol-3-phosphate dehydrogenase subunit C",0.00108645526383677,0.703816406745277,0.938553285169884,0.000375005859466593,0.000549208008736257
"1167","HVO_1539 [D4GYI3] (glpB1) glycerol-3-phosphate dehydrogenase subunit B",0.00108645526383677,0.807798287318472,0.960502735801449,0.000375005859466593,0.000549208008736257
"1168","HVO_1538 [D4GYI2] (glpA1) glycerol-3-phosphate dehydrogenase subunit A<|>HVO_A0269 [D4GQU6] (glpA2) glycerol-3-phosphate dehydrogenase subunit A",0.743673763852851,0.668353556846282,0.920199267582319,0.486775834465467,0.629922966987748
"1169","HVO_1538 [D4GYI2] (glpA1) glycerol-3-phosphate dehydrogenase subunit A",0.00108645526383677,0.818514483644795,0.931109411311893,0.496160661547549,0.520811701573701
"1170","HVO_1537 [D4GYI1] (orc15) Orc1-type DNA replication protein",0.692484444263695,1,0.911984655973503,0.434445837248658,1
"1171","HVO_1536 [D4GYI0] phosphoglycolate phosphatase",0.687456192641019,0.687987284950278,0.89806092227513,0.445302255070576,0.584404955642103
"1172","HVO_1534 [D4GYH8] probable S-adenosylmethionine-dependent methyltransferase",0.643664587986395,0.000830360157312193,0.912628142219854,0.442929773609213,0.556977482164033
"1173","HVO_1532 [D4GYH6] DUF368 family protein",0.674123035078597,0.0896528479946074,0.893318868095109,0.000375005859466593,0.544840792099646
"1174","HVO_1531 [D4GYH5] (aglM) UDP-glucose 6-dehydrogenase AglM",0.737758101273368,0.443196683370565,0.927332214472211,0.479387449370249,0.636429780127106
"1175","HVO_1530 [D4GYH4] (aglB) dolichyl-monophosphooligosaccharide--protein glycotransferase AglB",0.165589884527583,0.000830360157312193,0.939560312809984,0.000375005859466593,0.344825745307745
"1176","HVO_1529 [D4GYH3] (aglG) glucuronosyltransferase AglG",0.361144410844948,0.000830360157312193,0.926154773566423,0.000375005859466593,0.181172335771242
"1177","HVO_1528 [D4GYH2] (aglI) glycosyltransferase AglI",0.00864890426471876,0.000830360157312193,0.92505272101103,0.000375005859466593,0.00438848892699284
"1178","HVO_1527 [D4GYH1] (aglF) UTP--glucose-1-phosphate uridylyltransferase AglF",0.741883893907507,0.349560269758979,0.911984655973503,0.243078446177605,0.572272462077013
"1179","HVO_1524 [D4GYG8] (aglR) probable flippase AglR",1,1,1,1,1
"1180","HVO_1523A [D4GYG7] (aglE) glycosyltransferase AglE",0.00325554379291926,0.00166044759098238,0.933226129783598,0.000375005859466593,0.465856980540148
"1181","HVO_1523 [D4GYG6] (aglQ) N-glycosylation pathway protein AglQ",0.00217199717484107,0.444540492727693,0.92117324030775,0.00712212611083107,0.000549208008736257
"1182","HVO_1522 [D4GYG5] (aglP) hexuronic acid methyltransferase AglP",0.687753839202841,0.000830360157312193,0.942132044153795,0.000375005859466593,0.366773211184658
"1183","HVO_1517 [D4GYG3] (aglJ) dolichyl-phosphate glucosyltransferase AglJ",0.569730370347932,0.0057971542070322,0.918217316548486,0.000375005859466593,0.000549208008736257
"1184","HVO_1513 [D4GYF9] beta-lactamase domain protein",0.668531743233851,0.000830360157312193,0.9022217362404,0.000375005859466593,0.0114875557579049
"1185","HVO_1510 [D4GYF6] (leuA2) 2-isopropylmalate synthase",0.771115809337434,0.737371908791665,0.935042873129275,0.521196617375061,0.599281761146245
"1186","HVO_1509 [D4GYF5] conserved hypothetical protein",0.748988874232349,1,0.92029716878063,0.465583797043641,0.508227324852655
"1187","HVO_1508 [D4GYF4] (ilvB1) acetolactate synthase large subunit",0.0350202929886121,0.0301928414180862,0.954407800592366,0.103825474321735,0.605041750007937
"1188","HVO_1507 [D4GYF3] (ilvN) acetolactate synthase small subunit",0.746467998001338,0.739698155052876,0.955339713570984,0.534488746299757,0.706620712453118
"1189","HVO_1506 [D4GYF2] (ilvC) ketol-acid reductoisomerase",0.0266876583979725,0.807576779255808,0.9505479932581,0.300927936672193,0.00164746098486135
"1190","HVO_1504 [Q7ZAG7] (leuC1) 3-isopropylmalate dehydratase large subunit",0.415132523246173,0.000830360157312193,0.95752507341659,0.00300016875949272,0.413624444326787
"1191","HVO_1503 [D4GYE9] (leuD1) 3-isopropylmalate dehydratase small subunit",0.729889694120265,0.693983632234944,0.911228012493835,0.513534662263425,0.565319315113765
"1192","HVO_1502 [D4GYE8] (leuB) 3-isopropylmalate dehydrogenase",0.843929409107606,0.793617327135943,0.948874348212875,0.308629956485712,0.680471660759779
"1193","HVO_1501 [D4GYE7] (glpR) DeoR family transcription regulator GlpR",0.632167998101716,0.462615125606576,0.695480505681064,0.0425638165555511,0.000549208008736257
"1194","HVO_1500 [D4GYE6] (pfkB) 1-phosphofructokinase",0.716927819768951,0.658391689621984,0.775702553295902,0.506192823772774,0.626184797354211
"1195","HVO_1499 [D4GYE5] (ptfC) phosphotransferase system component IIC, fructose-specific",0.705760205557269,0.655333692112227,0.909695318415192,0.48173969445296,0.581140666812624
"1196","HVO_1496 [D4GYE2] (ptsI) phosphotransferase system component I",0.721028813925322,0.0484171322160148,0.00400059759964144,0.00300016875949272,0.139203813569532
"1197","HVO_1495 [D4GYE1] (ptfB) phosphotransferase system component IIB, fructose-specific",0.731213284296786,0.693699753371128,0.901621172232229,0.507528651346132,0.562657567134812
"1198","HVO_1494 [D4GYE0] (fba1) fructose-bisphosphate aldolase, class 2",0.590702486973874,0.583045568822771,0.948193627946732,0.627673775655617,0.137238316768873
"1199","HVO_1492 [D4GYD8] conserved hypothetical protein",0.757914655493676,0.704372297343675,0.926154773566423,0.436143974504732,0.540080791609532
"1200","HVO_1491 [D4GYD7] HAD superfamily hydrolase<|>HVO_B0042 [D4GP44] (iucD) probable 1,3-diaminopropane N-3-monooxygenase",0.768041734744775,0.694550894850112,0.908472548719589,0.000375005859466593,0.000549208008736257
"1201","HVO_1491 [D4GYD7] HAD superfamily hydrolase",0.824619361097451,0.0507643878919894,0.963839515588885,0.524856125933682,0.65295999248131
"1202","HVO_1488 [D4GYD4] (gnaD) D-gluconate dehydratase<|>HVO_B0038A [D4GP40] (xacD) D-xylonate dehydratase / D-gluconate dehydratase",0.736719042990425,0.755662431352159,0.916086003849168,0.469628532925583,0.586358317239684
"1203","HVO_1488 [D4GYD4] (gnaD) D-gluconate dehydratase",0.0654126442036195,0.0131917515311853,0.953399490411694,0.00712212611083107,0.501876186631983
"1204","HVO_1487 [D4GYD3] (galK) galactokinase",1,1,1,1,1
"1205","HVO_1485 [D4GYD0] ferritin domain protein",1,1,0.896038588763965,1,1
"1206","HVO_1481 [D4GYC1] UspA domain protein",0.00972272739990498,0.000830360157312193,0.883097287907797,0.082884831975085,0.000549208008736257
"1207","HVO_1479 [D4GYB8] TIGR03663 family protein",0.762774766381317,0.0317938105540401,0.902101929167866,0.412649853431908,0.590901035840744
