Protein_ID,H26_Exponential_vs_H26_Stationary,H26_Exponential_vs_H26_Stationary_PEP,H26_Exponential_vs_HVABI_Exponential,H26_Exponential_vs_HVABI_Exponential_PEP,H26_Exponential_vs_HVLON3_Exponential,H26_Exponential_vs_HVLON3_Exponential_PEP,H26_Stationary_vs_HVABI_Stationary,H26_Stationary_vs_HVABI_Stationary_PEP,H26_Stationary_vs_HVLON3_Stationary,H26_Stationary_vs_HVLON3_Stationary_PEP,Row_Number
HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.15456709,0.68536607,0.749366194,0.599341383,0.047240231,0.901379872,1.947351709,0.360781243,-0.114758598,0.542803567,1072
HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),1.624068256,0.674123035,-3.597260048,0.00083036,0.936145224,0.88638597,-2.052877667,0.44496341,-1.626825823,0.001098545,1073
HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0203 [D4GPK4] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.785604898,0.722926775,5.47614013,1,2.988393702,0.884683256,17.29726339,1,-0.31980914,0.528080925,1074
HVO_1697 [D4H042] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),1.061688625,0.001086455,1.196081998,0.00083036,0.239881543,0.892262666,2.51070413,0.000375006,1.077980886,0.000549208,1075
HVO_1696 [D4H041] LctP family transport protein,-0.31384578,0.74697364,0.420482047,0.683948607,0.243489173,0.905976711,2.891467355,0.034008931,1.005456698,0.547888857,1076
HVO_1694 [D4H039] conserved hypothetical protein,-3.337428193,0.696575306,-1.115976048,0.018897823,-0.752266591,0.895011398,2.506297594,0.453764639,4.402778991,0.441004031,1077
HVO_1693 [D4H038] DUF162 family protein,0.529269232,0.726692873,1.48977948,0.153222161,1.283390783,0.830905895,1.905138445,0.056291713,1.604660939,0.365162521,1078
HVO_1692 [D4H037] probable iron-sulfur protein (4Fe-4S),-0.594909517,0.267524383,0.912538339,0.00083036,0.113029323,0.948602843,2.268046221,0.000375006,1.514401961,0.000549208,1079
HVO_1690 [D4H035] DHH/RecJ family phosphoesterase,0.600477986,0.719120806,-0.811439147,0.115997451,-0.355951753,0.823170831,-1.025617805,0.427646526,-1.27890441,0.27536954,1080
HVO_1686 [D4H032] major facilitator superfamily transport protein,0.275953309,0.012934564,1.857877407,0.678706936,-0.933935361,0.90065226,1.902285034,0.580355544,0.447285507,0.695670146,1081
HVO_1685 [D4GZP9] conserved hypothetical protein,2.075102039,0.001086455,0.42344274,0.708245688,0.370284959,0.916700312,-1.53357709,0.001500335,-0.487525645,0.533241296,1082
HVO_1684 [D4GZP8] (thrS) threonine--tRNA ligase,-0.154996595,0.8588847,-0.519480166,0.048417132,0.216110809,0.902580245,-0.579499849,0.061475052,0.111531389,0.75433255,1083
HVO_1683 [D4GZP7] (malQ) 4-alpha-glucanotransferase,1.600728822,0.61821132,0.196253872,0.708796493,1.38987032,0.859107113,-1.23103872,0.394515635,-0.018897212,0.573591328,1084
HVO_1681 [D4GZP5] DNA N-glycosylase,0.853834882,0.748486162,-2.337458527,0.614824068,-0.147402011,0.929111077,-2.852466982,0.383529422,-3.710386568,0.42244795,1085
HVO_1680 [D4GZP4] UPF0212 family protein,-0.874655514,0.659670458,8.127600657,1,17.50771641,1,13.52146613,1,2.856901903,0.581140667,1086
HVO_1678 [D4GZP2] (tif2b1) translation initiation factor aIF-2 beta subunit,7.124737194,1,-1.580494124,0.667456049,-0.261533489,0.890386827,0,1,0,1,1087
HVO_1675 [D4GZN9] (corA) magnesium transport protein CorA,-0.495383264,0.761081604,1.146645456,0.00083036,0.319428218,0.913690372,2.407706567,0.000375006,1.584896064,0.217572042,1088
HVO_1673 [D4GZN7] conserved hypothetical protein,-0.628757925,0.648633477,0.64048707,0.593503879,-0.553363434,0.836909339,1.665155821,0.000375006,1.092114234,0.001647461,1089
HVO_1670 [D4GZN4] (nop5) rRNA/tRNA 2'-O-methyltransferase complex protein Nop5,0.316895528,0.745708155,0.323183656,0.699346128,0.690680211,0.905976711,0.462141257,0.510532723,0.370506013,0.586358317,1090
HVO_1669 [D4GZN3] (fib) fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,-0.83885358,0.694827561,0.965891485,1,-0.92038387,0.903883177,-0.116093583,0.008245639,-1.095844145,0.001098545,1091
HVO_1668 [D4GZN2] (gshA) glutamate--cysteine ligase,3.393972031,0.005417752,7.000174552,1,2.029823466,0.897055041,-5.516021096,1,-1.140628466,0.587333537,1092
HVO_1667 [D4GZN1] TrmB family transcription regulator,-1.52291489,0.669781279,0.753336776,0.674000654,0.096518959,0.927332214,2.42217544,0.000375006,2.06821087,0.37837981,1093
HVO_1660 [D4GZM5] (dacZ) diadenylate cyclase,1.397194305,0.075253713,0.620055255,0.517744237,-0.114114017,0.943312188,-1.109381901,0.080306354,-0.874600576,0.095716101,1094
HVO_1659 [D4GZM4] (mscS2) mechanosensitive channel protein MscS,-2.164496601,0.68145353,0.433700292,0.683658858,-1.682931804,0.896928566,2.337118035,0.385247873,2.159236224,0.544162178,1095
HVO_1658 [D4GZM3] (yvoF) O-acetyltransferase (homolog to galactoside O-acetyltransferase),-1.155775103,0.692778137,-0.002692718,0.726625607,0.594788127,0.907233127,2.519932188,0.028793579,0.505700586,0.577209121,1096
HVO_1657 [D4GZM2] (purD) phosphoribosylamine--glycine ligase,1.267493775,0.485989783,0.834102223,0.555248408,0.241505741,0.926971726,-1.027395349,0.000375006,-0.454021381,0.586358317,1097
HVO_1656 [D4GZM1] YyaL family protein,1.117777628,0.612132969,-0.756710011,0.394716839,-0.136990255,0.914426415,-2.432332616,0.003375049,-2.036894038,0.109379808,1098
HVO_1654 [D4GZL9] (cysK2) cysteine synthase,0.313995221,0.784269851,-0.331622869,0.700467572,-0.26597435,0.936177288,-1.689662991,0.002250315,-1.142079526,0.030940804,1099
HVO_1651 [D4GZL6] (thiI) tRNA uracil 4-sulfurtransferase,3.656289072,1,3.946509074,1,-0.622099927,0.903174735,11.48100946,1,8.829598995,1,1100
HVO_1650 [D4GZ78] (ppk1) polyphosphate kinase,1.151092105,0.691012518,-1.384246592,0.297167952,-0.763706456,0.882514495,-1.64802786,0.093918535,-1.730494518,0.436489791,1101
HVO_1649 [D4GZ77] (mat) S-adenosylmethionine synthase,0.777502513,0.263179441,-0.307437397,0.760862757,0.778413327,0.042462879,-0.494210843,0.340343494,-0.452615309,0.431956111,1102
HVO_1648 [D4GZ76] adenylate cyclase domain protein,1.096548957,0.717477313,0.281034422,0.677534541,-0.01202814,0.903529627,-2.636606823,0.429007255,-3.033028846,0.486542246,1103
HVO_1637 [D4GZ66] (mtfK2) FKBP-type peptidylprolyl isomerase,-0.418887865,0.745708155,-0.762394215,0.266745448,0.128461544,0.95459521,-0.517265728,0.465246562,-0.162056467,0.681649653,1104
HVO_1636 [D4GZ65] conserved hypothetical protein,-2.470501924,0.675047066,0.764103865,0.674886483,-0.570514858,0.894233855,2.288189853,0.375960062,1.861003737,0.000549208,1105
HVO_1631 [D4GZ60] (dph2) 2-(3-amino-3-carboxypropyl)histidine synthase,-0.116089215,0.755211827,-0.257828751,0.721024899,-0.315781845,0.927780596,-1.273512902,0.401710075,-2.032605063,0.339063174,1106
HVO_1629 [D4GZ58] conserved hypothetical protein,1.347209472,0.104886175,-0.455488023,0.646983965,-0.073671476,0.926245949,-1.503137611,0.009743218,-1.026351959,0.188260552,1107
HVO_1626 [D4GZ55] metal-dependent hydrolase domain protein,0.24834016,0.732795111,-1.593709762,0.213140221,-0.332157593,0.912734939,-1.427106396,0.193439676,-0.766285873,0.558316904,1108
HVO_1625 [D4GZ54] conserved hypothetical protein,0.615786148,0.72696037,-0.7089883,0.388875267,0.01460883,0.939560313,-0.343121844,0.557979582,-0.254824617,0.708623769,1109
HVO_1624 [D4GZ52] conserved hypothetical protein,-1.445916795,0.724006844,1.906618938,0.410509823,1.399279645,0.868143818,3.097672994,0.218865064,1.840990752,0.503644367,1110
HVO_1623 [D4GZ53] conserved hypothetical protein,-0.578527456,0.7678041,-0.249678914,0.689708034,-0.390787685,0.92117324,-0.446358364,0.468280715,-1.577498209,0.107869161,1111
HVO_1616 [D4GZ45] UPF0361 family protein,2.353709942,0.683264334,2.113742201,0.638812534,21.10288304,1,-1.017363719,0.461535211,-0.003694151,0.52427977,1112
HVO_1615 [D4GZ44] ribonuclease H domain protein,0.924278237,0.769936798,0.003599058,0.755911415,-0.222607041,0.938864568,-0.96260831,0.013858981,-1.151214057,0.56032265,1113
HVO_1613 [D4GZ42] dolichyl-phosphate hexosyltransferase,-1.976645316,0.128766069,1.509175827,0.005797154,0.865128242,0.8134134,2.171566062,0.000375006,1.498441521,0.134776919,1114
HVO_1612 [D4GZ41] DUF3179 family protein,0,1,0,1,0,1,0,1,0,1,1115
HVO_1610 [D4GZ39] DUF583 domain protein,1.125472,0.723737131,-0.405031959,0.645109769,-0.368456198,0.927422088,-1.305213715,0.000375006,-1.258836362,0.000549208,1116
HVO_1609 [D4GZ38] DUF4349 domain protein,-0.544337621,0.744438052,1.351797661,0.34382082,0.323116578,0.91751269,2.618634228,0.00075023,1.817007367,0.119403069,1117
HVO_1605 [D4GZ34] (nhaC5) probable NhaC-type sodium/proton antiporter,-0.892156824,0.723737131,2.902036488,0.00083036,-0.049238785,0.909695318,3.445902072,0.000375006,1.861044255,0.491917407,1118
HVO_1604 [D4GZ33] (aspC1) pyridoxal phosphate-dependent aminotransferase,1.21323587,0.553103748,0.258851527,0.691422762,-0.077809079,0.922613488,-0.693192987,0.405131758,0.0363561,0.719421664,1119
HVO_1603 [D4GZ32] (ssuA) ABC-type transport system periplasmic substrate-binding protein (probable substrate nitrate/sulfonate/bicarbonate),-1.375414063,0.617145149,0.801584799,0.539478443,-0.006230632,0.918016581,2.029577601,0.076620218,1.930293115,0.003292788,1120
HVO_1602 [D4GZ31] (ssuC) ABC-type transport system permease protein (probable substrate nitrate/sulfonate/bicarbonate),-1.061149096,0.723197097,1.347425651,0.447219297,-0.081035125,0.909805665,2.275023944,0.080674799,1.069520997,0.486542246,1121
HVO_1601 [D4GZ30] (ssuB) ABC-type transport system ATP-binding protein (probable substrate nitrate/sulfonate/bicarbonate),-1.239377595,0.683866021,1.856257321,0.001660448,-0.1566775,0.919214025,2.660521028,0.000375006,1.686506735,0.273182924,1122
HVO_1598 [D4GZ27] (rad25c) DNA repair helicase Rad25,0.371609852,0.752984482,-1.617131691,1,-0.116635421,0.943165698,-3.576843769,0.456806987,-2.576925531,0.512439493,1123
HVO_1597 [D4GZ26] conserved hypothetical protein,-0.999571374,0.728294864,-0.521082742,0.683658858,-0.843338597,0.901861857,1.152939105,0.45782062,-0.270650969,0.603445182,1124
HVO_1595 [D4GZ24] conserved hypothetical protein,0.443735167,0.740856985,-0.375054417,0.640709817,-1.362236992,0.890926394,-1.854149242,0.46322259,0.889176895,0.016921406,1125
HVO_1594 [D4GZ23] (cna) tRNA/rRNA cytosine-C5-methylase,-1.063817783,0.783136665,0.82033138,0.730059694,0.399632556,0.933725803,-0.906737382,0.479723564,-0.562314548,0.594132935,1126
HVO_1593 [D4GZ22] PAC2 family protein,-0.244119114,0.765657822,-0.17311848,0.733207498,-0.370599463,0.922803672,0.73842426,0.44259074,0.545008004,0.572272462,1127
HVO_1592 [Q1XBW3] (grpE) DnaJ/DnaK ATPase stimulator GrpE,-0.006095629,0.7704089,-1.446101213,0.10147103,-0.303527814,0.878189258,-1.767721414,0.067021945,-1.643574288,0.150443359,1128
HVO_1591 [D4GZ20] alpha/beta hydrolase fold protein,-1.138238892,0.017194671,1.180934721,0.396652207,-0.598867228,0.874943171,2.926618266,0.000375006,1.869042446,0.000549208,1129
HVO_1590 [Q1XBW2] (dnaK) Hsp70-type molecular chaperone DnaK,0.074722697,0.854765941,-0.398933119,0.583749109,0.15777294,0.947160189,0.329212395,0.559628937,0.767098301,0.175947117,1130
HVO_1589 [Q1XBW1] (dnaJ) molecular chaperone DnaJ,-1.052765671,0.649619841,-0.128121756,0.686548704,-0.195707125,0.919510793,1.234814667,0.227782642,1.590435815,0.077773754,1131
HVO_1586 [D4GZ15] (gltP1) SDF family transport protein (probable substrate glutamate/aspartate),-3.08344774,0.001086817,-1.470146152,0.658696476,0.389165525,0.906664157,1.89606775,0.391085464,2.255632753,0.509984518,1132
HVO_1585 [D4GZ14] (acs5) acyl-CoA synthetase,4.32948204,0.001086817,-0.172225266,0.683658858,0.026738108,0.909584837,-2.263972515,0.000375006,-2.580412699,0.013120165,1133
HVO_1584 [D4GZ13] GNAT family acetyltransferase,-0.292572836,0.7009091,-0.008411566,0.692277878,0.138985596,0.915570753,-1.527849871,0.454102785,-0.01313008,0.551601658,1134
HVO_1579 [D4GZ08] (udp1) uridine phosphorylase,0.865225964,0.692778137,0.021720128,0.716983492,0.128207775,0.913478942,-0.284801727,0.560618239,0.230197903,0.661418811,1135
HVO_1578 [D4GZ07] (ndh1) probable NADH dehydrogenase,-1.280664128,0.001086455,0.717875866,0.199737093,0.112149737,0.954470328,1.863799536,0.000375006,1.095359655,0.000549208,1136
HVO_1577 [D4GZ06] DUF293 domain protein,-0.932608565,0.669157016,-0.499723619,0.682788589,-0.165039906,0.933476364,-0.147761029,0.53581566,0.643907489,0.535298047,1137
HVO_1576 [D4GZ05] GalE family epimerase/dehydratase<|>HVO_2040 [D4GU54] GalE family epimerase/dehydratase,0.519567782,0.742652103,-0.379542577,0.73189848,0.198288434,0.933393041,-0.515141602,0.490129943,0.498747622,0.372792129,1138
HVO_1576 [D4GZ05] GalE family epimerase/dehydratase,0.90764198,0.759136193,0.092104696,0.704650003,-0.273997987,0.924309771,-1.763614388,0.010866074,-1.437753643,0.137729992,1139
HVO_1575 [D4GZ04] (rocF) arginase,0.42146014,0.719939759,-0.21916494,0.71044513,0.293193344,0.921848419,0.328945568,0.483754868,0.602503632,0.551264702,1140
HVO_1574 [D4GZ03] NUDIX family hydrolase,0.658748556,0.743928713,-1.088203168,0.650711863,0.170507937,0.926337023,-3.645282191,0.398628222,-2.246745323,0.497620011,1141
HVO_1573 [D4GZ02] (gyrA) DNA gyrase subunit A,-0.21096496,0.837501,-0.905728208,0.00083036,-0.12659002,0.959176546,-0.29157562,0.53647896,-0.34355457,0.557312507,1142
HVO_1572 [D4GZ01] (gyrB) DNA gyrase subunit B,0.303675882,0.787646137,-0.480769341,0.50817157,-0.286034742,0.871272101,-1.607505347,0.000375006,-1.182645111,0.002744582,1143
HVO_1571 [D4GZ00] (top6B) DNA topoisomerase 6 subunit B,-0.561859642,0.640317268,-0.995730371,0.00083036,-0.087634094,0.958119632,-0.570041772,0.184451876,0.151187306,0.719986452,1144
HVO_1570 [D4GYZ9] (top6A) DNA topoisomerase 6 subunit A,-0.728153578,0.688348428,-0.544726944,0.567333723,0.365669426,0.921656061,-0.20708127,0.568853388,0.493352792,0.5758951,1145
HVO_1568 [D4GYZ7] alpha/beta hydrolase fold protein,-0.219337801,0.779254451,0.239600595,0.765029404,0.207972422,0.932554923,1.039728364,0.245918275,1.388808467,0.142146042,1146
HVO_1567 [D4GYZ6] metal-dependent hydrolase domain protein,2.305420766,0.577617227,-0.407259736,0.745081182,0.349917224,0.924682078,-2.520940693,0.051102341,-0.364707623,0.154328159,1147
HVO_1565 [D4GYZ4] (ligA) DNA ligase (ATP),-0.201329369,0.764939355,-1.522262349,0.083676709,-0.621420001,0.858381462,-1.733350079,0.107489102,-2.432400674,0.060090208,1148
HVO_1564 [D4GYZ3] UCP012666 family protein,-1.108831674,0.722114588,-3.524833092,0.550787788,-1.166043715,0.895910781,-2.106261138,0.000375006,-1.205933015,0.532554775,1149
HVO_1563 [D4GYZ2] conserved hypothetical protein,-0.334703992,0.763497832,1.339196868,0.221940674,0.623203595,0.894882236,2.567198145,0.000375006,1.98483577,0.09418843,1150
HVO_1562 [D4GYZ1] (psmB) proteasome beta subunit,-0.061203812,0.78742213,1.343057742,0.073868472,0.429595071,0.904469464,0.707202714,0.3114273,0.839021927,0.142635713,1151
HVO_1560 [D4GYY9] UPF0212 family protein,-1.737512922,0.08302583,2.48707614,0.616810589,-0.28838789,0.900895419,11.98691654,1,2.47328064,0.561657563,1152
HVO_1558 [D4GYY7] (cyc2) cytochrome P450,-1.048828898,0.676275654,0.176837244,0.705204935,-0.079247975,0.922327402,1.515533063,0.000375006,0.942396024,0.512439493,1153
HVO_1557 [D4GYY6] (purM) phosphoribosylformylglycinamidine cyclo-ligase,-0.215201006,0.77764256,-0.35690203,0.728213684,0.195498806,0.924774895,-0.000948192,0.493816402,0.298091134,0.589929374,1154
HVO_1554 [D4GYY3] (traB) TraB family protein,-2.140952942,0.225681519,1.597766856,0.006622035,-0.43449671,0.9177146,3.500762537,0.000375006,2.474225576,0.015836503,1155
HVO_1553 [D4GYY2] glycerate 2-kinase,0.512246551,0.750742641,-1.442680605,0.070063694,0.525003568,0.908472549,-1.016717781,0.316318306,-0.462191342,0.580159256,1156
HVO_1552 [D4GYJ6] ArsR family transcription regulator,-0.475734655,0.76301596,1.459411845,0.025371101,-0.134325091,0.926609641,2.152153124,0.000375006,1.224242323,0.257313876,1157
HVO_1550 [D4GYJ4] thioesterase domain protein,0.67390806,0.796700219,-1.481661434,0.607811819,-0.356112898,0.944832929,-2.097782787,0.035870083,-0.750866872,0.520811702,1158
HVO_1548 [D4GYJ2] conserved hypothetical protein,-1.278425797,0.74596162,0.392662571,0.604439783,0.100623101,0.929986041,1.792233654,0.337564802,1.875893802,0.356260911,1159
HVO_1547 [D4GYJ1] (ileS) isoleucine--tRNA ligase,-0.190436852,0.79865426,-0.634250347,0.056214976,0.175709264,0.947713217,-1.007050206,0.003000169,0.143358879,0.706334204,1160
HVO_1546 [D4GYJ0] (dhaK) phosphoenolpyruvate--dihydroxyacetone phosphotransferase subunit DhaK,1.973218984,0.001086455,0.197709935,0.729269434,-0.017064345,0.939251883,-1.065574458,0.000375131,-0.431314933,0.464022603,1161
HVO_1545 [D4GYI9] (dhaL) phosphoenolpyruvate--dihydroxyacetone phosphotransferase subunit DhaL,0.606597923,0.463482907,0.587292951,0.454305838,0.143514652,0.941983194,-0.589623009,0.492141136,0.448736408,0.619607708,1162
HVO_1544 [D4GYI8] (dhaM) probable phosphoenolpyruvate-protein phosphoryltransferase,1.218470917,0.531081885,0.236024606,0.685972091,0.711348869,0.876191412,-1.132647103,0.000375006,-0.300135745,0.646260204,1163
HVO_1542 [D4GYI6] conserved hypothetical protein,-1.618706634,0.630449333,2.350539168,0.00083036,-0.07814244,0.918016581,3.789292093,0.000375006,1.903758508,0.055366705,1164
HVO_1541 [D4GYI5] (glpK) glycerol kinase,-0.356212385,0.784722034,0.024945062,0.834618336,-0.274069872,0.870293774,-0.648954123,0.047763125,-0.307350117,0.586358317,1165
HVO_1540 [D4GYI4] (glpC1) glycerol-3-phosphate dehydrogenase subunit C<|>HVO_A0271 [D4GQU8] (glpC2) glycerol-3-phosphate dehydrogenase subunit C,-2.672052123,0.697446115,-3.495667581,0.646359996,-0.107084804,0.908584393,-0.256162772,0.475351995,1.662559925,0.468053962,1166
HVO_1540 [D4GYI4] (glpC1) glycerol-3-phosphate dehydrogenase subunit C,-2.648960289,0.001086455,0.398830541,0.703816407,-0.019800626,0.938553285,1.827155961,0.000375006,1.534409853,0.000549208,1167
HVO_1539 [D4GYI3] (glpB1) glycerol-3-phosphate dehydrogenase subunit B,-1.753330121,0.001086455,0.122739542,0.807798287,-0.000303952,0.960502736,1.371114708,0.000375006,1.223636417,0.000549208,1168
HVO_1538 [D4GYI2] (glpA1) glycerol-3-phosphate dehydrogenase subunit A<|>HVO_A0269 [D4GQU6] (glpA2) glycerol-3-phosphate dehydrogenase subunit A,-0.695925769,0.743673764,0.800899817,0.668353557,-0.298933062,0.920199268,0.328841966,0.486775834,-0.457505942,0.629922967,1169
HVO_1538 [D4GYI2] (glpA1) glycerol-3-phosphate dehydrogenase subunit A,-1.406282723,0.001086455,0.079666722,0.818514484,-0.153803295,0.931109411,0.43719797,0.496160662,-0.348393198,0.520811702,1170
HVO_1537 [D4GYI1] (orc15) Orc1-type DNA replication protein,-4.142687045,0.692484444,3.538840102,1,-1.224096028,0.911984656,-0.865828894,0.434445837,8.390563222,1,1171
HVO_1536 [D4GYI0] phosphoglycolate phosphatase,-0.668737358,0.687456193,-0.055751376,0.687987285,0.506031336,0.898060922,0.519807895,0.445302255,0.783101833,0.584404956,1172
HVO_1534 [D4GYH8] probable S-adenosylmethionine-dependent methyltransferase,4.043459357,0.643664588,5.416102452,0.00083036,-0.620436904,0.912628142,1.538862628,0.442929774,1.407474838,0.556977482,1173
HVO_1532 [D4GYH6] DUF368 family protein,-2.263931351,0.674123035,1.898925694,0.089652848,-0.866541322,0.893318868,4.258385883,0.000375006,1.502242193,0.544840792,1174
HVO_1531 [D4GYH5] (aglM) UDP-glucose 6-dehydrogenase AglM,0.536290837,0.737758101,-0.960860979,0.443196683,-0.307026565,0.927332214,-0.867603771,0.479387449,-0.670551921,0.63642978,1175
