"Protein.ID","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"1429","HVO_1488 [D4GYD4] (gnaD) D-gluconate dehydratase",0.153133716,-0.539263585,-0.765407921
"1430","HVO_1487 [D4GYD3] (galK) galactokinase",-0.112382218,-0.21749648,-0.018716448
"1431","HVO_1486 [D4GYD1] MOSC domain protein",-0.469231983,0.882993977,0.798221065
"1432","HVO_1485 [D4GYD0] ferritin domain protein",-0.321218672,-0.323550105,-0.244855773
"1433","HVO_1484 [D4GYC8] (hemAT1) transducer protein HemAT<|>HVO_1999 [D4GTM7] (htr7) transducer protein Htr7",-0.577051875,1.756554219,1.923166866
"1434","HVO_1484 [D4GYC8] (hemAT1) transducer protein HemAT",-0.692560999,1.984701677,2.105216698
"1435","HVO_1483 [D4GYC5] rhodanese domain protein / beta-lactamase domain protein (nonfunctional)",-0.527939114,-1.722845594,-1.572026106
"1436","HVO_1482 [D4GYC3] (ferA2) ferredoxin (2Fe-2S)",-0.280315191,0.121167599,0.10494253
"1437","HVO_1481 [D4GYC1] UspA domain protein",-0.47633268,0.888554733,0.635237379
"1438","HVO_1480 [D4GYC0] conserved hypothetical protein",0.052087425,2.007251284,2.08825353
"1439","HVO_1479 [D4GYB8] TIGR03663 family protein",0.368805067,-1.025136537,-1.290239202
"1440","HVO_1478 [D4GYB5] (tfb5) transcription initiation factor TFB",0.28161729,-0.658278834,-0.778004003
"1441","HVO_1477 [D4GYB3] eDNA utilization nuclease",0.243240873,0.232158115,0.775692484
"1442","HVO_1476 [D4GYB2] conserved hypothetical protein",-1.172079473,-1.410798959,-1.264415778
"1443","HVO_1475 [D4GYB0] probable rRNA methyltransferase",-0.19519463,-0.528685735,-0.430693646
"1444","HVO_1473 [D4GYA8] UPF0058 family protein",-0.048220167,1.152022581,1.135647666
"1445","HVO_1472 [D4GYA6] conserved hypothetical protein",-0.372879071,1.314287632,1.059350045
"1446","HVO_1471 [D4GYA5] YuiH family molybdopterin-binding domain protein",-0.304140164,-0.310311857,-0.30302311
"1447","HVO_1470 [D4GYA2] (menF) isochorismate synthase",0.144739813,-0.46711727,-0.173272869
"1448","HVO_1469 [D4GYA1] (menD) 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase",-0.075408805,-1.779573123,-1.734161229
"1449","HVO_1465 [D4GY93] (menB) 1,4-dihydroxy-2-naphthoyl-CoA synthase",-0.045310033,-0.817004905,-0.823376254
"1450","HVO_1464 [D4GY90] ABC-type transport system periplasmic substrate-binding protein<|>HVO_B0047 [D4GP49] ABC-type transport system periplasmic substrate-binding protein",0.166764904,1.22893087,1.008097922
"1451","HVO_1463 [D4GY88] (trxB4) oxidoreductase (homolog to thioredoxin-disulfide reductase)",-1.327050683,0.770475829,1.107558594
"1452","HVO_1461 [D4GY84] (menC) o-succinylbenzoate synthase",-0.136791723,-1.082364796,-1.058061136
"1453","HVO_1460 [D4GY82] (fadA2) enoyl-CoA hydratase",0.05404021,-1.129950074,-1.247939271
"1454","HVO_1459 [D4GY81] ThuA family protein",-0.065187076,-0.43113351,-0.631920409
"1455","HVO_1457 [D4GY76] glycoside hydrolase domain protein",-0.491167481,0.288610005,0.009153757
"1456","HVO_1455 [D4GY73] (pyrI) aspartate carbamoyltransferase regulatory subunit",-0.316076913,-0.752299151,-1.124893205
"1457","HVO_1454 [D4GY71] (pyrB) aspartate carbamoyltransferase catalytic subunit",-0.411602182,-1.031588916,-1.294845036
"1458","HVO_1453 [D4GY69] (gdhA2) glutamate dehydrogenase (NADP)",0.140742707,-0.906200124,-1.233159622
"1459","HVO_1452 [D4GY67] (citE) homolog to citrate lyase beta subunit",-0.464499555,-0.536641956,-0.387111932
"1460","HVO_1451 [D4GY63] (gdhA1) glutamate dehydrogenase (NAD)<|>HVO_B0266 [D4GPR3] (gdhA3) glutamate dehydrogenase (NAD)",-0.560043496,-2.318702762,-2.42534718
"1461","HVO_1451 [D4GY63] (gdhA1) glutamate dehydrogenase (NAD)",-0.936509407,-4.927138173,-4.969394801
"1462","HVO_1450 [D4GY61] (maoC1) MaoC domain protein",0.084808824,-1.754604821,-2.08145476
"1463","HVO_1447 [D4GY56] (pccB1) propionyl-CoA carboxylase carboxyltransferase component",-0.354698452,-3.569922826,-3.61096193
"1464","HVO_1446 [D4GY54] (fbp1) fructose-1,6-bisphosphatase",0.179164077,1.079234211,1.476381599
"1465","HVO_1444 [D4GY50] (hbd3) 3-hydroxyacyl-CoA dehydrogenase",-0.013934528,-0.7199005,-1.066686987
"1466","HVO_1443 [D4GY47] ABC-type transport system ATP-binding protein",0.266917699,0.317558445,0.282737426
"1467","HVO_1442 [D4GY44] ABC-type transport system permease protein",0,0,0
"1468","HVO_1441 [D4GY42] ABC-type transport system permease protein",0.747040359,0.369511317,0.191478114
"1469","HVO_1440 [D4GY40] conserved hypothetical protein",-0.76782809,1.268019683,0.801317811
"1470","HVO_1439 [D4GY39] (cysK1) cysteine synthase",-0.040742232,-0.544679516,-0.70537713
"1471","HVO_1438 [D4GY37] YneT family protein",-0.346603266,1.179976036,1.202839746
"1472","HVO_1437 [D4GY35] conserved hypothetical protein",0.091623354,-0.893244898,-0.966315023
"1473","HVO_1425 [D4GY14] conserved hypothetical protein",1.019386512,-0.196234435,0.140659156
"1474","HVO_1424 [D4GY13] conserved hypothetical protein",1.09702475,-0.398932424,-0.785612846
"1475","HVO_1423 [D4GY11] homolog to phage PhiH1 repressor protein",0.341477178,-0.54178058,-0.51275549
"1476","HVO_1419 [D4GY03] HTH-10 family transcription regulator",0.556443803,-0.638188781,-0.132314126
"1477","HVO_1416 [D4GXZ9] APH family phosphotransferase",-0.042987774,-0.1381977,-1.923760236
"1478","HVO_1415 [D4GXZ7] HAD superfamily hydrolase",-0.445889481,0.594385665,1.083249828
"1479","HVO_1414 [D4GXZ6] sensor box histidine kinase",-1.429591735,-0.515520386,1.264466532
"1480","HVO_1413 [D4GXZ5] (ndh2) probable NADH dehydrogenase",0.344290065,-1.062772046,-1.34380968
"1481","HVO_1412 [D4GXZ3] (mvaD) phosphomevalonate decarboxylase",0.030815711,0.035274393,-0.050363113
"1482","HVO_1410 [D4GXZ0] conserved hypothetical protein",0,0,0
"1483","HVO_1409 [D4GXY8] YwrF family protein",0.456758495,-0.375988008,-0.367604868
"1484","HVO_1407 [D4GXY3] HTH domain protein",-0.059793099,0.74867188,1.021794298
"1485","HVO_1405 [D4GXX9] conserved hypothetical protein",-0.377837246,-0.56924025,-0.697454728
"1486","HVO_1402 [D4GXX4] (pmm3) phosphohexomutase (phosphoglucomutase / phosphomannomutase)",-0.145592081,0.153370681,0.17385034
"1487","HVO_1401 [D4GXX3] (tsgA11) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.034334479,-0.384098981,-0.762832112
"1488","HVO_1400 [D4GXX2] (tsgD11) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.190603791,-0.167716535,-0.263882978
"1489","HVO_1399 [D4GXX1] (tsgB11) ABC-type transport system permease protein (probable substrate sugar)",1.06310098,-0.793616875,-0.601988846
"1490","HVO_1398 [D4GXX0] (tsgC11) ABC-type transport system permease protein (probable substrate sugar)",0.758633991,0.093198663,0.234419569
"1491","HVO_1397 [D4GXW7] histidine kinase",0.424411864,5.810150075,3.523951312
"1492","HVO_1396 [D4GXW9] FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase)",-0.029314148,-1.324689211,-1.294491479
"1493","HVO_1395 [D4GXW6] M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase)<|>HVO_B0263 [D4GPR0] M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase)",0.449269817,-0.22006735,-0.281320087
"1494","HVO_1395 [D4GXW6] M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase)",0.443926276,0.242995138,0.218895743
"1495","HVO_1394 [D4GXW4] (nhaC3) probable NhaC-type sodium/proton antiporter",1.015847281,-2.503366666,-2.427069782
"1496","HVO_1393 [D4GXW2] conserved hypothetical protein",0.094800317,-0.225737684,-0.711411416
"1497","HVO_1392 [D4GXW0] (rps10b) 30S ribosomal protein S10b",-0.184635187,-0.331192944,-0.219116887
"1498","HVO_1391 [D4GXV8] NUDIX family hydrolase",0.966246103,-0.568347473,-0.345477368
"1499","HVO_1390 [D4GXV6] conserved hypothetical protein",-0.463870385,-2.996065175,-2.382527869
"1500","HVO_1389 [D4GXV4] probable S-adenosylmethionine-dependent methyltransferase",-0.872989322,1.23379274,0.97789224
"1501","HVO_1388 [D4GXV3] conserved hypothetical protein",-0.252797225,0.555647066,0.52157988
"1502","HVO_1387 [D4GXV2] (fadA1) enoyl-CoA hydratase",-0.464034947,-2.158955788,-2.353636551
"1503","HVO_1385 [D4GXU9] (tfs1) transcription elongation factor TFS",0.097836174,1.498057142,1.662491157
"1504","HVO_1383 [D4GXU5] (trmI) tRNA (adenine-N(1))-methyltransferase TrmI",0.392820415,-0.202772505,0.048807762
"1505","HVO_1382 [D4GXU3] (nac) nascent polypeptide-associated complex protein",-0.385830736,1.164435336,1.130193832
"1506","HVO_1381 [D4GXU0] probable methyltransferase",-0.351227433,0.924103886,0.816485568
"1507","HVO_1380 [D4GXT9] (mmcA2) methylmalonyl-CoA mutase subunit A",0.16007287,-2.200575927,-2.543809493
"1508","HVO_1377 [D4GXT4] UPF0145 family protein",-0.313993634,0.425943853,0.569276057
"1509","HVO_1376 [D4GXT1] (mce) methylmalonyl-CoA epimerase",-0.104372922,-0.137042208,-0.200591789
"1510","HVO_1375 [D4GXS9] (menE) o-succinylbenzoate--CoA ligase",0.399090981,0.151554068,0.570420039
"1511","HVO_1374 [D4GXS7] (acs4) acyl-CoA synthetase",-0.229046532,-2.575526946,-2.669615221
"1512","HVO_1373 [D4GXS5] (acd4) acyl-CoA dehydrogenase",0.09664317,-1.467627245,-1.600860049
"1513","HVO_1372 [D4GXS3] (proC) pyrroline-5-carboxylate reductase",-0.034670872,0.74954554,1.065968381
"1514","HVO_1371 [D4GXS1] (proB) glutamate 5-kinase",-0.43776261,0.539212497,0.800722568
"1515","HVO_1370 [D4GXR9] (proA) gamma-glutamyl phosphate reductase",-0.222464076,-0.090250069,-0.053688345
"1516","HVO_1369 [D4GXR8] DUF124 family protein",0.587915916,-1.287319771,-1.3282177
"1517","HVO_1368 [D4GXR6] beta-lactamase domain protein",0.117580903,-1.040038071,-0.977440198
"1518","HVO_1366 [D4GXR2] UPF0033 family protein",1.350343556,-1.225448599,-0.817595721
"1519","HVO_1365 [D4GXQ9] rhodanese domain protein / beta-lactamase domain protein",-0.233857262,0.298231969,0.514762431
"1520","HVO_1360 [D4GXQ1] TrmB family transcription regulator",-0.415557396,1.244646972,1.246524972
"1521","HVO_1359 [D4GXP8] small CPxCG-related zinc finger protein",-1.255845618,0.220709867,-0.259904405
"1522","HVO_1358 [D4GXP7] receiver box response regulator",-0.880053032,-0.756176409,-0.855087574
"1523","HVO_1357 [D4GXP4] receiver/bat box HTH-10 family transcription regulator",0.479650486,-0.764177875,-0.990442336
"1524","HVO_1356 [D4GXP2] sensor box histidine kinase",0.0739588,-0.019807847,-0.0611156
"1525","HVO_1354 [D4GXN9] (mutS5b) DNA mismatch repair protein MutS",-0.011672806,-0.757648869,-0.917655285
"1526","HVO_1351 [D4GXN3] (rad3a) DNA repair helicase Rad3",0.13448492,-1.155653699,-1.421609981
"1527","HVO_1350 [D4GXN2] ArsR family transcription regulator",-0.173082628,-0.015889645,0.254000409
"1528","HVO_1348 [D4GXM8] (nnrDE) bifunctional NAD(P)H-hydrate repair enzyme Nnr",-0.0263739,-0.935986174,-0.780427979
"1529","HVO_1347 [D4GXM7] (moaC) probable cyclic pyranopterin monophosphate synthase",-0.243664678,-0.712139731,-0.964726608
"1530","HVO_1346 [D4GXM6] (hflX) ribosome-associating GTPase HflX",1.111662822,0.17318762,0.352253506
"1531","HVO_1345 [D4GXM3] FUN14 family protein",3.604981285,2.319431133,2.265547986
"1532","HVO_1344 [D4GXM1] (sdo1) ribosome maturation protein Sdo1",-0.194556801,1.257106701,1.276293352
"1533","HVO_1342 [D4GXL8] (trxA2) thioredoxin",0.350110776,1.374726085,1.65103441
"1534","HVO_1341 [D4GXL5] (arfC) 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase",-0.141581331,-0.829559318,-1.092733783
"1535","HVO_1340 [D4GXL3] probable glycosyltransferase, type 1",0.180935848,-0.119881256,0.031170376
"1536","HVO_1339 [D4GXL2] conserved hypothetical protein",-1.443093235,-0.094553542,-0.495597483
"1537","HVO_1338 [D4GXL0] (rpa1) replication protein A<|>HVO_2734 [D4GW68] GNAT family acetyltransferase",-0.256173888,0.582234595,0.361807831
"1538","HVO_1338 [D4GXL0] (rpa1) replication protein A",0.001492267,0.583258415,0.665383238
"1539","HVO_1337 [D4GXK9] (rpap1) rpa-associated protein",-0.094177743,0.617853841,0.610712261
"1540","HVO_1336 [D4GXK7] (rpe) rpa-associated phosphoesterase",0,0,0
"1541","HVO_1333 [D4GXK1] (lhr2) ATP-dependent DNA helicase",0.462736526,-0.807416818,-0.956616194
"1542","HVO_1332 [D4GXJ9] conserved hypothetical protein",-0.414568384,0.101937707,0.08706108
"1543","HVO_1331 [D4GXJ8] ArsR family transcription regulator",0.120767951,0.936258756,0.843233802
"1544","HVO_1327 [D4GXI7] (cdc48c) AAA-type ATPase (CDC48 subfamily)<|>HVO_2700 [D4GVS7] (cdc48b) AAA-type ATPase (CDC48 subfamily)",0.094143553,0.598119107,0.62763798
"1545","HVO_1327 [D4GXI7] (cdc48c) AAA-type ATPase (CDC48 subfamily)<|>HVO_2380 [D4GWM8] (cdc48a) AAA-type ATPase (CDC48 subfamily)<|>HVO_2700 [D4GVS7] (cdc48b) AAA-type ATPase (CDC48 subfamily)",0.005966601,1.920721949,1.763562009
"1546","HVO_1327 [D4GXI7] (cdc48c) AAA-type ATPase (CDC48 subfamily)",0.496335812,-1.412383813,-0.982494415
"1547","HVO_1326 [D4GXI6] small CPxCG-related zinc finger protein",-0.371868828,-0.252716079,0.17474359
"1548","HVO_1325 [D4GXI5] conserved hypothetical protein",-0.810599295,0.506609578,0.163811794
"1549","HVO_1324 [D4GXI4] conserved hypothetical protein",-0.724764864,1.589867787,1.175754776
"1550","HVO_1323 [D4GXI3] (aroK) shikimate kinase, archaeal-type",0.025160235,-0.304362376,0.24945549
"1551","HVO_1322 [D4GXI0] (aroQ) chorismate mutase",-0.012013465,1.099312319,1.465410214
"1552","HVO_1318 [D4GXH3] (aacC) aminoglycoside N3'-acetyltransferase",0.24454184,0.186897205,0.185400247
"1553","HVO_1314 [D4GXG7] (surE1) 5'-nucleotidase SurE",-0.179955642,-0.132496807,-0.084584366
"1554","HVO_1313 [D4GXG6] probable S-adenosylmethionine-dependent methyltransferase",0.011749245,-0.823919709,-0.848599939
"1555","HVO_1312 [D4GXG3] (tyrA) prephenate dehydrogenase",-0.325324322,-0.01514183,-0.239154039
"1556","HVO_1311 [D4GXG1] probable oxidoreductase (short-chain dehydrogenase family)",-0.858846542,-1.643766707,-1.553728605
"1557","HVO_1310 [D4GXG0] conserved hypothetical protein",-0.769341722,-1.689516584,-2.085502421
"1558","HVO_1309 [D4GXF6] peptidase M24 family protein (homolog to Xaa-Pro dipeptidase)",-0.368614313,1.233910235,1.335431395
"1559","HVO_1308 [D4GXF5] (aroA) 3-phosphoshikimate 1-carboxyvinyltransferase",0.374013867,-0.34355465,-0.273236212
"1560","HVO_1307 [D4GXF4] conserved hypothetical protein",0,0,0
"1561","HVO_1306 [D4GXF2] (aroC) chorismate synthase",0.59034862,-0.926489654,-0.676974431
"1562","HVO_1305 [D4GXF1] (porA) pyruvate--ferredoxin oxidoreductase alpha subunit",0.193138205,-0.79129691,-0.722882431
"1563","HVO_1304 [D4GXE9] (porB) pyruvate--ferredoxin oxidoreductase beta subunit",0.082090818,-0.674576138,-0.482241584
"1564","HVO_1303 [D4GXE8] Lrp/AsnC family transcription regulator",0.10942984,0.524120789,0.371717981
"1565","HVO_1302 [D4GXE6] (polY) DNA-directed DNA polymerase Y",0.052251199,-1.744909639,-1.767948451
"1566","HVO_1301 [D4GXE5] DUF87 domain protein",0.422668605,-0.91449228,-0.57564485
"1567","HVO_1300 [D4GXE4] (tpiA1) triosephosphate isomerase",-0.183405616,-0.001527157,0.10978864
"1568","HVO_1299 [D4GXE3] cro/C1 family transcription regulator",-0.189769208,1.093332129,1.132208049
"1569","HVO_1296 [D4GXD8] (adk2) probable adenylate kinase",-0.033773732,1.121822813,1.120364049
"1570","HVO_1295 [P17736] (hisC) histidinol-phosphate aminotransferase",0.030621246,-0.968363039,-0.906154617
"1571","HVO_1294 [D4GXD4] GMC family oxidoreductase",0.092946603,-1.83799504,-1.729799441
"1572","HVO_1293 [D4GXD3] LacC domain protein",-0.265326902,-0.244433835,-0.457782734
"1573","HVO_1291 [D4GXD0] fumarylacetoacetase family protein",-0.078814172,-0.135591051,0.078902265
"1574","HVO_1290 [D4GXC7] metal-dependent hydrolase domain protein",-0.919719835,-1.258179858,-1.062566756
"1575","HVO_1289 [D4GXC5] OsmC domain protein",-0.30713823,0.611176337,0.699249905
"1576","HVO_1287 [D4GXB9] (pfpI) protein deglycase PfpI",-0.797182066,-0.977303729,-1.063030536
"1577","HVO_1286 [D4GXB7] HAD superfamily hydrolase",-0.296644538,0.529755619,0.42058379
"1578","HVO_1284 [D4GXB4] (arfA) GTP cyclohydrolase 3",0.561665822,0.017655956,0.606107495
"1579","HVO_1283 [D4GXB2] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase / threonine 3-dehydrogenase)",0.281388596,-0.7470359,-0.654946804
"1580","HVO_1282 [D4GXB0] PtpS family protein",0.328398529,-0.246807484,-0.14220182
"1581","HVO_1281 [D4GXA9] probable glycosyltransferase, type 1",0.737944158,-0.612818472,-0.466245047
"1582","HVO_1279 [P15093] (hdrA) dihydrofolate reductase",0.411121573,-0.72065055,-0.37577752
"1583","HVO_1276 [D4GXA0] small CPxCG-related zinc finger protein",-0.509789186,0.898005312,1.12316485
"1584","HVO_1274 [D4GX95] conserved hypothetical protein",1.666404549,0.972755967,0.983773702
"1585","HVO_1273 [D4GX92] (guaB1) inosine-5'-monophosphate dehydrogenase",0.178484153,0.091071493,0.062138589
"1586","HVO_1272 [D4GX90] TrmB family transcription regulator",0.166335377,-1.124973488,-1.604690706
"1587","HVO_1271 [D4GX88] receiver box response regulator",0.18103964,0.432044944,0.617600278
"1588","HVO_1268 [D4GX84] conserved hypothetical protein",0.473342157,-1.742911877,-1.591185986
"1589","HVO_1266 [D4GX81] (aspC2) pyridoxal phosphate-dependent aminotransferase",0.461707273,-0.809314302,-0.729848754
"1590","HVO_1265 [D4GX80] Lrp/AsnC family transcription regulator",0.192190151,0.784346251,0.559105444
"1591","HVO_1264 [D4GX79] DUF304 domain protein",0.713281098,-0.537663533,-0.359472531
"1592","HVO_1263 [D4GX77] DUF304 domain protein",-0.354634291,-0.12498355,-0.120218785
"1593","HVO_1262 [D4GX73] (nhaC2) probable NhaC-type sodium/proton antiporter",0.573469431,0.417326164,0.098086779
"1594","HVO_1261 [D4GX72] conserved hypothetical protein",0.530633086,0.834289262,1.10510415
"1595","HVO_1260 [D4GX70] von Willebrand factor type A domain protein<|>HVO_1655 [D4GZM0] (trxA7) thioredoxin",-0.346553863,0.902089578,0.278151149
"1596","HVO_1260 [D4GX70] von Willebrand factor type A domain protein",0.5883459,-0.584102382,-0.871985178
"1597","HVO_1257 [D4GX65] (moxR2) AAA-type ATPase (MoxR subfamily)",0.079104717,-0.063023346,-0.015291108
"1598","HVO_1252 [D4GX57] conserved hypothetical protein",-0.129762058,1.368126048,1.109029537
"1599","HVO_1250 [D4GX53] redoxin domain protein",-0.080681849,0.763831656,0.955916577
"1600","HVO_1249 [D4GX52] DUF54 family protein",0.027160527,-0.033185841,-0.010574219
"1601","HVO_1248 [D4GX51] DUF1918 family protein",0.079622409,1.657128407,1.687414021
"1602","HVO_1247 [D4GX50] NUDIX family hydrolase",-0.203523481,1.536843679,3.800082459
"1603","HVO_1245 [D4GX47] thioredoxin domain protein",0.24261579,0.180087773,-0.008062639
"1604","HVO_1244 [D4GX46] (trxA4) thioredoxin",-0.347709646,1.713415024,1.677698644
"1605","HVO_1242 [D4GX43] conserved hypothetical protein",0.084948455,-0.450015188,-0.627613296
"1606","HVO_1241 [D4GX39] (prrC) SCO1/SenC/PrrC family protein",-0.004881094,0.620772765,0.658501375
"1607","HVO_1240 [D4GX36] conserved hypothetical protein",0.855620653,-0.106403486,-0.059909739
"1608","HVO_1238 [D4GX33] probable oxidoreductase (aldo-keto reductase family protein)",0.283980327,0.220645345,0.683285755
"1609","HVO_1236 [D4GX28] (acs3) acyl-CoA synthetase",0.295398475,-2.725253939,-2.81677731
"1610","HVO_1235 [D4GX27] (cre2) creatininase domain protein",-0.457614495,1.106748337,0.87717366
"1611","HVO_1232 [D4GX18] putative AhpD family alkylhydroperoxidase",-0.289904178,-2.170959116,-0.657676587
"1612","HVO_1228 [D4GX08] (hcpE) DUF5059 domain / halocyanin domain protein",-0.522369818,-0.378347138,-0.876692898
"1613","HVO_1227 [D4GX06] (uraA1) xanthine/uracil permease family transport protein",1.509354761,-1.215985223,-1.125885123
"1614","HVO_1225 [D4GX03] (cheW1) purine-binding taxis protein CheW",-0.666545149,2.319020589,1.10355865
"1615","HVO_1223 [D4GWZ9] (cheA) taxis sensor histidine kinase CheA",-0.315957274,1.393200375,0.844887235
