"Protein.ID","H53_EL_RM_vs_H53_LL_RM","X2174_EL_RM_vs_2174_LL_RM","X2176_EL_RM_vs_2176_LL_RM","H53_EL_RM_vs_2174_EL_RM","X2176_LL_RM_vs_H53_LL_RM","H53_EL_RM_vs_H53_EL_CM","X2176_EL_RM_vs_2176_EL_CM","H53_EL_RM_vs_2176_EL_RM","H53_EL_CM_vs_2176_EL_CM","H53_LL_RM_vs_H53_EL_CM","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"HVO_2171 [D4GVA4] DUF58 family protein",0.444255849,-0.84161842,0.016208699,0.428896219,0.877796579,0.604153774,5.390667278,-1.477562147,-0.412675322,0.254899285,-1.49270053381079,1.51646708713138,-0.0539784696195159,3.4847819694291,1.66603164259534,0.381187868,-0.829991918,-1.025449859
"HVO_2172 [D4GVA5] conserved hypothetical protein",1.323516546,-0.110697556,-0.67905341,0.872302124,0.721609357,0.691697944,-0.988503345,0.483769686,-0.629792907,0.020823606,-1.34658530376715,0.706740826421427,-0.580785453945615,2.13685443007187,0.895868119199163,0.33084543,-0.442716051,0.112216893
"HVO_2173 [D4GVA6] DUF1616 family protein",1.12482826,-0.159460655,1.305718986,1.875584343,0.368021023,1.528209522,2.067420172,-0.50772708,-0.574441694,0.436390346,-1.41505442166321,1.70066179248702,-0.190167100587165,3.03794262153833,1.56983635819636,1.177914633,3.644717361,3.27249982
"HVO_2174 [D4GVA7] conserved hypothetical protein",-2.389125489,-0.128893535,-1.86277969,-2.518626321,-0.187968113,-3.782882101,-0.975653969,-0.417057105,2.719290264,-1.51619531,NA,NA,NA,NA,NA,0.004957782,-0.156471472,-0.712773673
"HVO_2175 [D4GVA8] (sph3) Smc-like protein Sph3",-4.408781332,-1.633447405,-3.076542586,-2.833954828,-0.719623625,-4.12130173,-0.946036838,-0.519615867,2.712484842,0.203555322,-2.8043404205788,0.0973268054985663,-0.367813394533155,0.305667178213706,4.46687896670459,0.224260402,0.991262073,0.588483408
"HVO_2175 [D4GVA8] (sph3) Smc-like protein Sph3<|>HVO_B0173 [D4GPH4] (sph4) Smc-like protein Sph4",-3.35796112,1.488730224,-2.139766537,-2.786578192,0,-1.043488152,-1.142975102,-0.622119041,0,0,NA,NA,NA,NA,NA,1.087052416,1.774785591,0.492487932
"HVO_2176 [D4GVA9] conserved hypothetical protein (nonfunctional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270195755,0.012438958,0.183983215
"HVO_2177 [D4GVB0] (samp3) ubiquitin-like modifier protein SAMP3",1.056554995,1.409770552,1.091733671,-0.682244833,0.166944931,-0.70935288,-0.353952203,-0.031249525,0.327516683,-1.828138589,NA,NA,NA,NA,NA,0.267751322,1.409521978,1.422904979
"HVO_2178 [D4GVB1] ubiquitin-like protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_2179 [D4GVB2] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_2180 [D4GVB3] ABC-type transport system permease protein",0.717352271,0.098205046,0.521131674,0.275992152,-0.162982938,0.706554023,0.160876557,0.060546806,-0.183023787,0.046702889,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2183 [D4GVB6] (aor4) aldehyde ferredoxin oxidoreductase",-2.418169751,-2.139853414,-2.508062259,-0.41391425,0.040543109,-0.388825391,-0.218430199,0.063509212,0.253589761,2.049498641,-1.06367726452876,-4.77178722677661,-1.17253638427003,-0.444430686133354,2.67458775380222,0.469683062,-1.05181995,-0.87679082
"HVO_2186 [D4GVB9] DICT domain protein",0.970883848,0.463363852,0.698533745,0.306655056,0.362031682,0.358975587,0.371415995,0.000632255,0.044364574,-0.529699111,0,0,0,3.72086646472185,2.80081493802344,0.560336045,-0.948951265,-0.209097936
"HVO_2187 [D4GVC0] TIGR01210 family protein",-0.430459328,-0.702752523,-0.720578125,0.250649404,0.242229346,0.195798272,0.046513713,0.074297969,-0.067529981,0.576737666,-0.810713780923132,0.383498813870716,1.05875050754486,0.121812091815808,1.27536331370282,0.051555727,-0.223750025,0.074436305
"HVO_2188 [D4GVC1] (purQ) phosphoribosylformylglycinamidine synthase subunit PurQ",-0.698442196,-1.060476778,-0.839544734,0.515310407,-0.003024183,0.276562265,0.328619527,0.078796805,0.111334321,1.008778469,-0.648972678468672,-1.38248298784344,-0.338574529017175,-1.29731225327017,-0.948800289867829,0.738797078,-1.230980681,-1.367722516
"HVO_2189 [D4GVC2] (purS) phosphoribosylformylglycinamidine synthase subunit PurS",0.002752258,-0.204473236,0.53838386,0.060505406,-0.0443416,0.006265011,0.280901786,-0.487780984,-0.25243191,0.046647027,NA,NA,NA,NA,NA,0.3916655,-1.390649503,-1.494507056
"HVO_2190 [D4GVC3] gluconate permease",-0.420655484,-0.494287112,-0.202803176,0.106914061,-0.147921176,0.813348532,1.106468367,-0.159224859,0.070812777,1.028981871,-1.92300370040232,1.99148588350867,-0.74049323296609,3.31987014790281,1.43092625339857,0.872366731,-0.710195942,-0.735593848
"HVO_2191 [D4GVC4] (purU) formyltetrahydrofolate deformylase",-0.336872498,-0.406665006,-0.478848399,0.008628871,0.17246996,-0.014733022,-0.238590458,-0.021512018,-0.219918612,0.288042269,0.237776006966158,-0.27135527000646,-0.547332872493751,-0.492796841428246,-0.582817663388456,0.104729929,1.708140728,1.279200501
"HVO_2191 [D4GVC4] (purU) formyltetrahydrofolate deformylase<|>HVO_2930 [D4GXV7] GNAT family acetyltransferase",0.062503799,-0.2906537,-0.365334821,0.406640338,0.019005578,0.432756782,-0.408849213,0.44493549,-0.455073947,0.404241829,0.860197244121374,2.49652569035503,0.0569921692626275,1.20462368724558,1.07272194495503,0.911999031,2.545136505,2.477956116
"HVO_2193 [D4GVC6] (purC) phosphoribosylaminoimidazole-succinocarboxamide synthase",-1.173911574,-1.184301054,-0.994694031,0.105976065,0.103215867,-0.216172434,0.046036448,-0.125920249,0.144189784,1.041797101,0.645606438184452,-2.12662316946273,-0.328066811486264,-3.60117600540931,-2.83419982104749,0.143782177,-1.042581092,-0.912375874
"HVO_2194 [D4GVC7] (sir2) Sir2-type NAD-dependent protein deacetylase",-0.080310776,-0.359461839,-0.142276726,0.031518334,0.277853688,0.126342375,-0.050259492,-0.310952102,-0.404778,0.24179401,0,0,0,0,0,-0.435215176,-0.677310249,-0.767539037
"HVO_2195 [D4GVC8] sensor box histidine kinase (nonfunctional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76886216839523,1.54093589801594,0.233247093820551,-0.421657182634024,1.98173329752498,NA,NA,NA
"HVO_2198 [D4GVD1] (cofH) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555472149,-1.477937514,-1.153853109
"HVO_2201 [D4GVD4] (cofG) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase",0.936347575,0.625662922,0.775061285,0.097721801,0.082296711,-0.035881333,-0.102704167,0.228712911,-0.142058176,-0.95860377,0,0,0,0,0,0.037633192,-0.44602637,-0.467591305
"HVO_2203 [D4GVD6] conserved hypothetical protein",-0.457960311,-0.068669551,-0.121225381,-0.375642507,-0.454661968,-0.830327039,0.188107321,0.201947683,1.160643398,-0.428927618,-0.488272876014001,1.04590682772818,0.428927312205368,1.80227188733905,1.51477967762645,0.113889423,0.565008655,0.324067732
"HVO_2204 [D4GVD7] (cetZ1) FtsZ family protein CetZ, type III",-0.574487534,-0.439663904,-0.432627264,-0.254306301,-0.377099253,-0.727165163,-0.188383531,0.228367547,0.656865545,-0.137245937,-0.0801064076214441,-0.536655725021748,0.147908706636858,-0.63077147999324,0.100449567081006,0.296221693,-0.102518412,-0.236323069
"HVO_2205 [D4GVD8] (nolA) arNOG06768 family NADH-binding domain protein",1.68871503,1.359429261,1.439514889,0.076249403,0.163807604,0.202790713,0.046866019,0.105283475,-0.082102484,-1.47687075,-0.1423339646088,0.170448245777283,-0.670372296819506,1.17208799613693,0.471639752012891,0.430023714,-0.919646424,-0.838151041
"HVO_2207 [D4GVE0] (tmk) thymidylate kinase",-0.153251949,-0.206221243,0.079594041,-0.136761469,0.191080687,-0.047618396,-0.045890433,-0.330962238,-0.078768795,0.072590274,NA,NA,NA,NA,NA,-0.084410778,0.823058108,0.792502282
"HVO_2209 [D4GVE2] (oadhA4) probable branched-chain amino acid dehydrogenase E1 component alpha subunit",0.729519324,0.84819559,0.512324781,-0.246008044,0.163775178,-0.25750526,-0.272596658,0.11284635,0.057842357,-1.015577376,2.44880985490448,1.10662310798876,0.755807434626331,-0.163195878136978,-0.448294933540586,0.145700873,-1.638684544,-2.136254106
"HVO_2210 [D4GVE3] Lrp/AsnC family transcription regulator",0,0,0,0,0.004827773,0,0,0,0,2.18405906,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2211 [D4GVE4] (trkA4) TrkA domain protein",4.269848502,4.184355258,4.280035066,-0.324869571,0.067962981,0.368917945,0.563717862,-0.04715701,0.352057477,-4.00321067,3.55864204920025,2.44274036090577,2.04413322595907,-1.22994759491804,0.2265945508144,NA,NA,NA
"HVO_2213 [D4GVE6] conserved hypothetical protein",-0.485769548,-0.144908346,-0.121090902,-0.080124991,0.131234914,-0.42019461,0.349672439,-0.385528205,0.410973361,-0.066951315,NA,NA,NA,NA,NA,-0.187063994,0.803221656,0.776915995
"HVO_2214 [D4GVE7] (htr36) transducer protein Htr36",3.203001422,0,0.909493252,3.123250457,0,3.184521772,0.886495237,4.389618486,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2218 [D4GVF0] conserved hypothetical protein",-0.539400177,0.480005519,0.31096289,-0.899258038,0.114186202,-1.194136911,0.226905455,-0.961638252,0.462578568,-0.660696146,NA,NA,NA,NA,NA,-0.331018035,0.355554098,0.174337111
"HVO_2220 [D4GVT6] (htr38) transducer protein Htr38",-3.829883895,0.06288851,-3.134830799,-0.990043921,-1.01832713,-2.199938638,-1.200916201,0.381045286,2.15871566,-0.327374241,0.549712230451517,-2.26072659176062,0.751750384848701,-0.887590230918494,-0.279176396421352,-0.4225787,0.964487941,0.347736908
"HVO_2222 [D4GVT8] (ppiA) CYPL-type peptidylprolyl isomerase",-0.514450896,-0.057042152,0.00902349,-0.483130702,0.030307662,-0.269122837,0.16882106,-0.615235593,0.365610192,0.433045054,0,0,0,0.67910927032596,1.26150080223288,-0.3745315,1.552009267,1.725755102
"HVO_2225 [D4GVU1] AstE domain protein",-0.128292429,0.389896178,0.284414288,-0.742977788,0.053307293,-0.755287962,-0.235193428,-0.441791971,0.054476524,-0.707152582,0.358888799829825,-0.963184219672045,0.366629213043359,-1.14135478421368,0.183063993749445,0.733504207,-0.187843414,0.0599251
"HVO_2226 [D4GVU2] (trpD2) probable phosphoribosyltransferase (homolog to anthranilate phosphoribosyltransferase)",-0.09314027,-0.080129188,0.029005634,-0.06586931,0.062122286,-0.250733096,-0.157065584,-0.059301874,-0.002222465,-0.140649938,0.67924629468652,-0.49059091060532,-0.484692976524044,-1.14996696946901,-0.707774857154388,-0.201687657,0.136563074,0.161650496
"HVO_2227 [D4GVU3] (ahbA) siroheme decarboxylase AhbA",-0.297557291,-0.353956782,-0.341336718,0.041149512,0.094666954,-0.280296681,-0.082183191,-0.122748287,0.18775329,0.075291161,0.722892677149009,-2.05511218849398,-0.571289005082733,-3.14569454378872,-3.52361247751327,0.085685295,-0.3542485,-0.41403339
"HVO_2228 [D4GVU4] PHP domain protein",0.04602828,0.160008061,0.478418958,-0.028007892,-0.252400798,0.205938457,0.235992205,-0.191663777,-0.163714867,0.133757686,-0.405413733561433,0.667600981577832,-0.0403911886761785,1.54146151663205,0.625994655806938,0.940101838,8.264274726,6.796629821
"HVO_2229 [D4GVU5] flavin-containing amine-oxidoreductase",0.80213849,0.977125482,1.065781847,-0.233856328,-0.132451236,-0.096725736,0.154959963,-0.130942053,0.128019801,-0.931402246,0.121604556077546,-1.84357656558469,-0.0301568363269169,-3.06435484989266,-1.9998707049136,0.810480384,-0.721247618,-0.746236849
"HVO_2230 [D4GVU6] HAD superfamily hydrolase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.213647366,0.206674751,-0.069652108
"HVO_2231 [D4GVU7] probable oxidoreductase (aldo-keto reductase family protein)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.159181085,0.570634788,0.666735353
"HVO_2232 [D4GVU8] (cirD) KaiC-type circadian clock protein CirD",-1.990657073,-1.24104844,-1.612810811,-2.251217984,-0.492964237,-3.051242712,-1.35783082,0.143720577,1.840792746,-0.953338048,0,0,0,0,0,0.842506972,-0.883950583,-1.39388807
"HVO_2233 [D4GVU9] conserved hypothetical protein",0,0,2.093873764,0,0,0,-0.365086847,0,0,0,0,0,0,0,0,0,0,0
"HVO_2234 [D4GVV0] (msrB) peptide methionine sulfoxide reductase MsrB (R-form specific)",0.221325909,0.05470595,0.370604835,-0.032896996,-0.033094603,-0.034796067,0.195654742,-0.043314213,0.102992296,-0.36361317,NA,NA,NA,NA,NA,-0.416879429,0.896256219,0.883248372
"HVO_2239 [D4GVV5] UspA domain protein",1.029954185,0.85327082,0.998491553,-0.266283417,0.17418598,-0.278380303,0.032849035,-0.431433385,-0.182621627,-1.328193502,0.32795317798269,0.744719339753271,-0.867124343456258,0.0879063124465543,-0.322108181850434,-0.553932311,1.226548642,0.931182873
"HVO_2241 [D4GVV7] conserved hypothetical protein",0,0,0,0,0,0,0,0,0,0,0.22711241041968,2.90718152479529,1.75589409114804,3.25976517137104,18.2741250906442,NA,NA,NA
"HVO_2242 [D4GVV8] (tif2b2) translation initiation factor aIF-2 beta subunit / probable RNA-binding protein",-0.745469108,-0.922189979,-0.727070841,0.186853498,-0.224446689,0.059942773,-0.160686926,0.108023331,-0.12524622,0.804770335,-0.448135637850095,0.527994953226728,-0.443236476790323,0.252365016114639,0.420605669655238,0.497432727,-0.331195945,-0.226996793
"HVO_2244 [D4GVW0] fumarylacetoacetase family protein",-0.619817575,1.152900092,0.67232427,-0.80326374,-0.018487271,-0.651227107,0.346211031,-0.823631543,-0.093074883,-0.253006199,NA,NA,NA,NA,NA,-0.306363736,0.831154617,0.695953187
"HVO_2248 [D4GVW4] conserved hypothetical protein",-1.672063009,-1.707709711,-1.280023877,0.349043366,-0.479754688,-0.185254728,-0.034389322,0.020794439,0.157328481,1.459374953,2.70177756443896,2.54627775804045,-0.616440600299282,0,0,0.410025688,-0.644678731,-0.558047335
"HVO_2249 [D4GVW5] (uraA2) xanthine/uracil permease family transport protein",-1.590490744,-1.089596374,-0.897718875,0.043734882,-0.380905001,-0.264982757,0.203214592,-0.246091253,0.21969011,0.48941622,-1.6181666995505,-2.58133861032921,0.337149114136504,2.66113837324866,2.2072533435662,NA,NA,NA
"HVO_2250 [D4GVW6] (apt3) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",-0.690538968,-0.476193975,-0.402316394,0.249208867,0,0.218642132,-0.180687399,0.166154119,-0.288332964,4.480075958,1.38147233242047,0.425658372114314,-0.230061512277267,-1.28326843553112,-0.317971663496768,0.607623882,0.195015214,0.249777659
"HVO_2253 [D4GVW9] conserved hypothetical protein",-0.082681631,-0.656297093,0.348834008,0.280801274,-0.41071926,0.046766171,-0.025445283,-0.0515276,-0.108371145,0.172455571,0,0,0,0,0,0.326050158,3.185132134,2.102297459
"HVO_2255 [D4GVX1] conserved hypothetical protein",-1.104642997,-0.956015009,-0.871851213,-0.156737563,-0.531706638,-0.184191765,0.063569536,-0.008030192,0.144132847,1.112830712,1.2277323523959,-0.237062016898869,-0.417765084921738,-1.14359903059497,-0.882733091149269,0.278058325,-1.179392584,-1.239595002
"HVO_2256 [D4GVX2] DUF262 family protein",0.272259969,0.300234306,0.414402073,0.044001402,-0.17909398,0.300795587,0.313350334,0.031349376,-0.001346714,-0.062130796,0.778453254643947,-1.08010860405724,-0.00342410847602467,-1.68817900094886,-1.89660760900447,0.628541918,-1.19034666,-1.173922744
"HVO_2263 [D4GVX9] HTH domain protein",-0.5304404,-0.336094069,-0.110628434,-0.075540005,-0.408780933,-0.204760828,-0.180904828,0.072737423,0.101388798,0.365924257,1.40273846147883,-0.310231796320716,0.0566993272376052,-1.54560605499718,-1.86178040824995,0.760789786,-2.735827555,-2.696376745
"HVO_2265 [D4GVY1] conserved hypothetical protein",-0.010278135,0.766500557,0.978322796,-0.417529801,-0.17641993,-0.292210173,0.590613774,-0.700682328,0.234738414,-0.397528522,NA,NA,NA,NA,NA,0.260982699,-0.227329819,-0.326834012
"HVO_2266 [D4GVY2] conserved hypothetical protein",0.321624227,0.133667343,0.465247085,0.057531072,-0.096838417,0.110053656,0.14945774,-0.124055735,-0.031099265,-0.278183035,0.281040319331159,-1.80132090262634,-0.0215761442305043,-1.66658468076249,-0.955938645653283,0.400364737,-1.393045042,-1.324408004
"HVO_2267 [D4GVY3] conserved hypothetical protein",0.545610721,0.441637578,0.718960408,0.32420275,0.037997794,0.100978807,0.221307228,0.201516594,0.091609347,-0.467857413,-1.3008811856547,1.37961931657838,0.0911335313961806,3.16348571166181,2.60538755750985,0.866184886,-0.287099509,-0.424695604
"HVO_2268 [D4GVY4] (tbp4) TATA-binding transcription initiation factor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226856733,1.046045732,0.880609487
"HVO_2269 [D4GVY5] (rmeR) type I site-specific deoxyribonuclease subunit RmeR",0.221917466,0.001443316,0.217481455,0.13138854,-0.188719036,0.127698458,-0.021017912,0.175584484,0.03546247,-0.041574994,0.0210074269089906,-1.09802537158404,-0.140900410868764,-0.530755394262023,-0.432737891968504,0.795690991,-1.189439132,-1.031122408
"HVO_2270 [D4GVY6] (rmeM) type I restriction-modification system DNA-methyltransferase RmeM",-0.064340411,0.095551459,0.028546532,-0.123506967,-0.133745725,-0.279240247,-0.238638525,0.087199875,0.146826694,-0.270329556,1.16657497249936,-1.17792292260333,0.227225099708049,-1.6482457722747,-2.46031711256089,0.936564129,-0.285819119,0.110759904
"HVO_2271 [D4GVY7] (rmeS) type I site-specific deoxyribonuclease subunit RmeS",-0.203601159,-0.055920774,-0.097762598,-0.17865026,-0.188606866,-0.230122282,-0.175324646,0.153286044,0.150331675,-0.041349981,2.32647231428645,0.251968113458404,1.34373956132442,-2.75848990963894,-1.5034036947841,1.187278648,-1.704778836,-1.432894101
"HVO_2275 [D4GVZ1] N-6 adenine-specific DNA methylase domain protein",0.44521605,0.420507609,0.649363228,0.021358383,-0.332700355,-0.149754238,-0.069058412,0.144033145,0.15926836,-0.550510484,0,0,0,10.8745068510193,1.49849173262414,NA,NA,NA
"HVO_2276 [D4GVZ2] conserved hypothetical protein",0.120510279,0.291314951,0.18244262,-0.143800776,-0.218409318,-0.176184136,-0.117283376,0.187335991,0.1960197,-0.252905582,-2.94920330851522,0.423563394587903,-1.21745335557381,3.18410909703463,3.11514284711602,1.396645777,3.551157853,3.918361805
"HVO_2278 [D4GVZ4] conserved hypothetical protein",0.750953554,0.567509594,0.861829448,0.072094906,-0.273927648,0.268314306,0.740965748,-0.120668119,0.514652625,-0.617696916,NA,NA,NA,NA,NA,0,0,0
"HVO_2286 [D4GWD5] conserved hypothetical protein",0.839438909,0.518759507,0.811185323,0.372220664,-0.12133079,0.680550278,0.722410809,0.254276455,0.078298467,-0.188712798,-0.924310092595341,0.910687637931912,0.100776700920371,2.28285399623042,1.79019575189315,1.094756397,1.551138177,0.053419415
"HVO_2288 [D4GWD9] hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0290678074193381,-1.49338933513249,-0.498446362256951,-3.34960066152571,-1.99968298012631,NA,NA,NA
"HVO_2291 [D4GWE5] hypothetical protein",-0.593380488,0,0.606770899,4.827837982,-0.020543946,3.787065972,5.152665811,-1.195950112,0,3.486932124,-1.94616392355168,-0.552416684832358,0.350462023465374,1.37712833229561,2.35289710271903,0.140955842,-0.430164887,-0.775408017
"HVO_2294 [D4GWF4] conserved hypothetical protein",5.750559578,0,1.641470442,3.611112535,0,3.333444643,1.597748687,1.292196058,0,0,NA,NA,NA,NA,NA,0,0,0
"HVO_2297 [D4GWG0] (dhs1) deoxyhypusine synthase",-0.466657132,0.732567814,0.37282432,-0.633430052,0.105452939,-0.350650521,0.015663765,-0.646418644,-0.135106859,-0.424718092,-2.29900766334326,0.165289996651916,-1.31658235868222,3.32988500284014,3.76119499144796,-0.417848536,1.023076223,1.030459379
"HVO_2298 [D4GWG2] GTP cyclohydrolase 1 domain protein",-0.194268445,0.06526355,-0.007728572,-0.421197066,0.08845271,-0.30603978,0.129696697,-0.409253259,0.160080104,-0.181122361,0.71073093354205,-1.37147457003695,0.0100347379760229,-1.42384750380883,-1.39203471697265,0.149734294,-0.253908526,-0.077639952
"HVO_2299 [D4GWG4] (speB) agmatinase",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.958976783,-0.198048436,-0.031052042
"HVO_2300 [D4GWG6] (tef5A) translation elongation factor aEF-5A",-0.617167428,-0.759855862,-0.583928884,0.135623049,-0.091672792,-0.173142983,-0.38152654,0.036832349,-0.146436749,0.457301952,-0.350543625086238,1.25879257471339,0.022904589799874,0.81871324709397,1.81896408512937,-0.219793132,1.210345046,1.121614743
"HVO_2302 [D4GWH1] UbiB family protein",0.078088942,-0.202254195,0.149025086,0.266146134,-0.123457384,-0.007151247,-0.001817048,0.059870182,-0.002616449,-0.06371242,-0.800881127609111,1.48875566020897,0.127534908884951,2.68988868012117,0.609315155720264,0.74285367,-0.654194874,-0.288578329
"HVO_2303 [D4GWH3] (hsp20E) Hsp20-type molecular chaperone",1.321247787,0.23859233,0.114229142,0.29264215,0.536817747,0.434614653,-0.006264433,0.088304422,-0.499114524,-0.443701313,0,0,0,0,0,-0.095021765,0.53370898,0.519106929
"HVO_2304 [D4GWG7] (moeA1) molybdopterin molybdenumtransferase",0.396350165,0.433345978,0.363578235,-0.068290549,0.073261527,-0.084394115,-0.040791422,-0.032921031,0.011077748,-0.5105272,-0.126343488540302,-0.509481989132671,0.417092062338854,-0.493844123632522,0.288951964491189,0.041252174,0.683102616,0.642378182
